dbname,namespace,table_name,encoded,diststyle,sortkey1,max_varchar,sortkey1_enc,sortkey_num,unsorted,stats_off,tbl_rows,skew_rows,estimated_visible_rows,num_rows_marked_for_deletion,pct_rows_marked_for_deletion,vacuum_sort_benefit,vacuum_run_type,is_last_vacuum_recluster,last_vacuumed_date,days_since_last_vacuumed,query_count,table_recommendation_count,encoded_column_count,column_count,encoded_column_pct,encoded_sortkey_count,distkey_column_count,large_column_size_count,sort_key_alert_sample_query,sort_key_alert_query_count,stats_alert_sample_query,stats_alert_query_count,nl_alert_sample_query,nl_alert_query_count,distributed_alert_sample_query,distributed_alert_query_count,distributed_alert_sample_query,broadcasted_alert_query_count,deleted_alert_sample_query,deleted_alert_query_count
dw,stage,mltv_c_subscription_revenue,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,141249218,,141249216,2,0.0000,,,,,,4,0,3,3,100.0000,0,0,0,699680919,2,,0,,0,699680923,1,,0,,0
dw,analytics,sales_orders,"Y, AUTO(ENCODE)",AUTO(KEY(order_number)),AUTO(SORTKEY(order_number)),200,none,1,0.00,0.00,139094250,1.00,139094256,0,0.0000,0.00,,,,,0,0,0,77,0.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,fact,subscription_plans,"Y, AUTO(ENCODE)",KEY(user_id),record_start_date,255,none,1,6.44,5.23,137912343,1.00,131106872,6805471,0.0493,0.00,,,,,244,0,10,11,90.9090,0,1,0,703111429,17,,0,,0,702833208,18,701910237,2,,0
dw,stage,image_search_event_fact_release,Y,KEY(user_id),event_date_id,65535,none,3,97.36,0.00,134256392,1.01,134256400,0,0.0000,0.00,,,,,1,0,76,83,91.5662,0,1,9,,0,,0,,0,,0,,0,,0
dw,stage,subscription_user_daily_monthly_status,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,134217744,,134217744,0,0.0000,,,,,,1,0,4,4,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,product_inventory_daily_history,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY(date_id)),18,none,1,5.64,3.56,129997549,,124133384,5864165,0.0451,0.00,Manual,N,2025-02-28,6,178,0,23,24,95.8333,0,0,0,,0,,0,,0,702125340,5,,0,,0
dw,analytics,statsig_first_exposures_mv,"Y, AUTO(ENCODE)",KEY(user_id),first_exposure_date,256,none,1,74.91,0.00,129128290,1.00,129128288,2,0.0000,0.00,,,,,0,0,0,9,0.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,statsig_first_exposure_mv,N,KEY(user_id),first_exposure_date,256,none,1,74.92,100.00,129128290,1.00,129128288,2,0.0000,0.00,,,,,16,0,0,9,0.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,q4_search_numbers_,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),512,,0,,0.00,128185123,,128185120,3,0.0000,,,,,,1,0,19,19,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,user_steps_artemis,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),512,,0,,50.09,123346789,,123346792,0,0.0000,,,,,,1,0,4,4,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,unique_active_users_with_steps_artemis,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),512,,0,,50.25,123192967,,123192968,0,0.0000,,,,,,1,0,4,4,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_first_30days_user_uniq_sessions,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,39.62,117995247,,117995248,0,0.0000,,,,,,1,0,3,3,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_events_448_sessions_first_30days_base,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,99.69,117900534,,117900536,0,0.0000,,,,,,1,0,2,2,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,user_dates_populate,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,116779462,,116779464,0,0.0000,,,,,,6,0,9,9,100.0000,0,0,0,702895083,24,,0,,0,702913268,14,,0,,0
dw,stage,dl_fact_order_line_incremental,"Y, AUTO(ENCODE)",AUTO(KEY(order_id)),AUTO(SORTKEY(order_id)),125,none,2,0.00,0.00,115935358,1.00,115935360,0,0.0000,0.00,,,,,13,0,38,43,88.3720,0,1,0,703124877,210,,0,,0,,0,,0,,0
dw,public,tbl_transform_image_cut_daily_v2,Y,AUTO(EVEN),AUTO(SORTKEY(cut_date)),0,az64,1,0.00,100.00,106218654,,106218656,0,0.0000,0.00,,,,,8,0,23,24,95.8333,1,0,0,,0,,0,,0,,0,,0,,0
dw,stage,dl_royalty_changes_incremental,"Y, AUTO(ENCODE)",AUTO(KEY(orderid)),AUTO(SORTKEY(orderid)),10,none,2,0.00,0.00,103769049,1.00,103769048,1,0.0000,0.00,,,,,5,0,2,4,50.0000,0,1,0,703122613,42,,0,,0,,0,,0,,0
dw,public,statsig_first_exposures_auto_refresh_july27,"Y, AUTO(ENCODE)",KEY(user_id),first_exposure_date,256,none,1,74.90,0.00,100424142,1.00,100424144,0,0.0000,0.00,,,,,0,0,0,6,0.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,netstock_collab_fa_actuals,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),2000,,0,,0.00,97954282,,97954280,2,0.0000,,,,,,20,0,105,105,100.0000,0,0,27,703237020,126,,0,,0,,0,,0,,0
dw,stage,categorizedcharges,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),150,,0,,1.39,94596874,,94252784,344090,0.0036,,Automatic,N,2025-03-06,0,35,0,16,16,100.0000,0,0,0,703002717,115,,0,,0,703001789,47,703001465,9,,0
dw,cricut_dw,rev_recon_categorized_charge,Y,EVEN,charge_id,100,zstd,5,74.98,100.00,94328434,,94328432,2,0.0000,0.00,,,,,157,0,19,19,100.0000,5,0,0,699421897,1,,0,,0,702125711,5,,0,,0
dw,stage,rev_recon_categorized_charge_incremental,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),150,,0,,0.00,94321509,,94321512,0,0.0000,,,,,,7,0,16,16,100.0000,0,0,0,703002950,35,,0,,0,703002980,5,,0,,0
dw,stage,project_pdp_to_cut_funnel,Y,KEY(user_id),event_date_id,12297,none,2,54.00,100.00,93895600,1.01,93895600,0,0.0000,0.00,,,,,28,0,44,51,86.2745,1,1,7,699176647,6,,0,,0,,0,,0,,0
dw,analytics,engagement_daily_summary,Y,KEY(country),evaluation_date_id,200,none,1,0.00,0.00,89793918,2.36,89793936,0,0.0000,0.00,Manual,Y,2025-02-28,6,135,0,19,20,95.0000,0,1,0,,0,,0,,0,699882710,1,,0,,0
dw,public,sub_all_charges,"Y, AUTO(ENCODE)",AUTO(KEY(next_inv_id)),AUTO(SORTKEY),50,,0,,0.00,86965734,1.88,86965736,0,0.0000,,,,,,1,0,24,27,88.8888,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,mltv_c_total_subscription_allocation_by_serial_number,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),500,,0,,0.00,83146160,,83146160,0,0.0000,,,,,,5,0,2,3,66.6666,0,0,0,699681475,3,,0,,0,699681479,1,,0,,0
dw,public,retry_card_rotator,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),50,,0,,0.00,81636148,,81636144,4,0.0000,,,,,,1,0,13,14,92.8571,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,user_events,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,81101844,,81101840,4,0.0000,,,,,,4,0,2,2,100.0000,0,0,0,702959747,24,,0,,0,702255842,6,,0,,0
dw,public,eng_kpi_2025_base,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),24,,0,,17.84,79829626,,79829624,2,0.0000,,,,,,1,0,7,7,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,data_ops,matillion_task_history,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY(end_timestamp)),500,none,1,0.70,0.00,75130805,,75109504,21301,0.0002,0.00,,,,,139,0,41,43,95.3488,0,0,0,701093676,1,,0,,0,699899024,1,,0,,0
dw,stage,project_conversion_fact,Y,KEY(user_id),event_date_id,12297,none,3,53.84,100.00,73304423,1.01,73304424,0,0.0000,0.00,,,,,27,0,56,63,88.8888,1,1,7,703090364,13,,0,,0,702303381,10,,0,,0
dw,stage,dtc_pr_adj_all_sap_orders,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),50,,0,,0.00,72837597,,72837600,0,0.0000,,,,,,4,0,8,8,100.0000,0,0,0,703343082,21,,0,,0,701860452,3,,0,,0
dw,stage,mltv_subs_prep,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),500,,0,,0.00,71318822,,71318824,0,0.0000,,,,,,1,0,3,3,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,temp_image_cuts_user_cohorts_28th_gold,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),65535,,0,,0.00,70115997,,70116000,0,0.0000,,,,,,1,0,19,21,90.4761,0,0,4,,0,,0,,0,,0,,0,,0
dw,dim,average_sales_price,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),200,,0,,100.00,68871145,,68518864,352281,0.0051,,Automatic,N,2025-03-06,0,182,0,8,8,100.0000,0,0,0,703242062,13,,0,,0,702901858,10,,0,,0
dw,public,input_tb,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,68291820,,68291824,0,0.0000,,,,,,1,0,7,7,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,netstock_collab_fa_forecast,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),500,,0,,0.00,66244230,,66244232,0,0.0000,,,,,,20,0,105,105,100.0000,0,0,0,703239967,324,,0,,0,,0,,0,,0
dw,fact,push_notifications,"Y, AUTO(ENCODE)",AUTO(KEY(instance_id)),AUTO(SORTKEY(analytics_label)),100,lzo,1,0.12,0.18,60053434,1.00,59976008,77426,0.0012,0.00,Automatic,N,2025-03-06,0,176,0,12,12,100.0000,1,1,0,702829952,7,,0,,0,702129076,5,,0,,0
dw,public,onboarding_onboarders_base_table,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,59566998,,59567000,0,0.0000,,,,,,1,0,5,5,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,image_search_session_360_release,Y,KEY(user_id),event_date_id,12297,none,1,89.15,0.00,58957801,1.00,58957800,1,0.0000,0.00,,,,,1,0,54,56,96.4285,0,1,1,,0,,0,,0,,0,,0,,0
dw,stage,cut_event_for_cricut_dw,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),500,,0,,100.00,56202990,,56202992,0,0.0000,,,,,,9,0,35,35,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,pillar4_discovery_project_metrics,Y,KEY(user_id),event_date_id,10,az64,2,91.27,100.00,54356414,1.01,54356416,0,0.0000,0.00,,,,,20,0,24,25,96.0000,1,1,0,703221639,7,,0,,0,,0,,0,,0
dw,analytics,client_image_search_keyword_coverage,"Y, AUTO(ENCODE)",KEY(grvar_2),grvar_2,8000,none,2,0.00,0.00,54061548,1.29,54061548,0,0.0000,0.00,,,,,0,0,0,7,0.0000,0,0,1,,0,,0,,0,,0,,0,,0
dw,public,font_statsig_metrics,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),50,,0,,0.00,49983635,,49983636,0,0.0000,,,,,,1,0,22,22,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,dimproj_test,"Y, AUTO(ENCODE)",AUTO(KEY(projectid_combined)),AUTO(SORTKEY),65535,,0,,0.00,49647173,3.78,49647172,1,0.0000,,,,,,1,0,10,10,100.0000,0,1,4,,0,,0,,0,,0,,0,,0
dw,public,josh_number_of_pen_colors_in_project,"Y, AUTO(ENCODE)",AUTO(KEY(cut_session_id)),AUTO(SORTKEY),32,,0,,0.00,46676479,1.00,46676480,0,0.0000,,,,,,1,0,2,2,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,analytics,forward_looking_pl_scenarios,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),2000,,0,,100.00,46096532,,46096532,0,0.0000,,Manual,N,2025-02-28,6,178,0,56,56,100.0000,0,0,1,699098225,13,,0,,0,702123648,5,,0,,0
dw,stage,mltv_c_users_with_reg_machines_no_projects_cut,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),500,,0,,0.00,45589009,,45589008,1,0.0000,,,,,,5,0,2,3,66.6666,0,0,0,699681456,3,,0,,0,,0,,0,,0
dw,stage,image_conversion_fact,Y,KEY(user_id),event_date_id,65535,none,3,61.37,100.00,43431025,1.01,43431024,1,0.0000,0.00,,,,,29,0,81,87,93.1034,0,1,8,703293673,23,,0,,0,,0,,0,,0
dw,fact,delivery_tracking,Y,AUTO(EVEN),AUTO(SORTKEY(tracking_number)),100,zstd,1,100.00,100.00,42457789,,20779470,21678319,0.5105,0.00,Automatic,N,2025-03-06,0,229,0,12,12,100.0000,1,0,0,703306578,17,,0,,0,703306299,30,702552546,2,,0
dw,public,as_eng_kpi_2025_test,Y,AUTO(EVEN),AUTO(SORTKEY(date_id_dim_dates)),100,az64,1,0.00,0.00,42375569,,42375568,1,0.0000,0.00,Automatic,N,2025-03-03,3,11,0,31,31,100.0000,1,0,0,,0,,0,,0,,0,,0,,0
dw,public,tbl_transform_project_metrics_with_cuts,Y,KEY(user_id),event_date_id,10,az64,2,93.71,100.00,41325641,1.01,41325640,1,0.0000,0.00,,,,,2,0,40,41,97.5609,1,1,0,,0,,0,,0,,0,,0,,0
dw,public,fact_forecast_test,"Y, AUTO(ENCODE)",AUTO(KEY(week_start_date)),AUTO(SORTKEY),500,,0,,0.00,39795859,1.70,39795860,0,0.0000,,,,,,1,0,9,14,64.2857,0,1,0,,0,,0,,0,,0,,0,,0
dw,analytics,event_dqm_attr_value_type_level_aggregates,Y,AUTO(EVEN),event_date_id,512,none,3,7.02,11.17,39404577,,37930424,1474153,0.0374,0.00,Manual,N,2025-02-28,6,170,0,10,16,62.5000,0,0,0,,0,,0,,0,702123565,5,,0,,0
dw,fact,delivery_detail,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY(delivery_number)),40,az64,1,67.32,100.00,38793719,,38793720,0,0.0000,0.00,Automatic,N,2025-03-05,1,543,0,17,18,94.4444,1,0,0,703314106,140,,0,,0,703352145,112,,0,,0
dw,stage,mltv_c_users_with_reg_machines_with_projects_cut,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,37557151,,37557152,0,0.0000,,,,,,5,0,2,3,66.6666,0,0,0,699681390,3,,0,,0,,0,,0,,0
dw,stage,base_data,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),72,,0,,0.00,36349226,,36349224,2,0.0000,,,,,,4,0,4,4,100.0000,0,0,0,703221430,54,,0,,0,703221430,18,,0,,0
dw,fact,user_subscription_timeline,"Y, AUTO(ENCODE)",KEY(user_id),start_date,14,none,2,0.00,0.00,36287546,1.00,36287544,2,0.0000,0.00,,,,,1,0,2,4,50.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,tbl_transform_image_metrics_with_cuts,Y,KEY(user_id),event_date_id,10,az64,2,79.90,100.00,31599832,1.01,31599832,0,0.0000,0.00,,,,,2,0,20,21,95.2380,1,1,0,,0,,0,,0,,0,,0,,0
dw,fact,inventory_management_transaction,"Y, AUTO(ENCODE)",AUTO(EVEN),long_sku,30,none,4,72.71,100.00,31012155,,19739174,11272981,0.3635,0.00,Automatic,N,2025-03-05,1,151,0,9,11,81.8181,2,0,0,698875287,1,,0,,0,698489072,1,,0,,0
dw,analytics,channel_sales_on_hand_v2,"Y, AUTO(ENCODE)",EVEN,AUTO(SORTKEY),255,,0,,0.00,30030702,,30030702,0,0.0000,,,,,,32,0,131,150,87.3333,0,0,0,703380551,289,,0,,0,,0,,0,,0
dw,stage,csoh_v2_combine_data,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,30030702,,30030702,0,0.0000,,,,,,9,0,18,24,75.0000,0,0,0,703242017,63,,0,,0,,0,,0,,0
dw,stage,asp_base_data_sku_customer,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),54,,0,,0.00,28955080,,28955080,0,0.0000,,,,,,4,0,4,4,100.0000,0,0,0,702900104,14,,0,,0,,0,,0,,0
dw,stage,asp_sales_data_sku_customer,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),54,,0,,0.00,28955080,,28955080,0,0.0000,,,,,,6,0,7,7,100.0000,0,0,0,702900215,21,,0,,0,702901858,5,702900374,6,,0
dw,analytics,channel_sales_on_hand,"Y, AUTO(ENCODE)",KEY(week_start_date),week_start_date,1000,none,4,0.00,100.00,28069182,1.50,14034640,14034542,0.4999,0.00,Manual,Y,2025-02-28,6,933,0,77,78,98.7179,3,1,0,703376034,261,,0,,0,701895531,3,,0,,0
dw,analytics,channel_sales_on_hand,"Y, AUTO(ENCODE)",KEY(week_start_date),week_start_date,1000,none,4,0.00,100.00,28069182,1.50,14034640,14034542,0.4999,0.00,Automatic,N,2025-03-06,0,933,0,77,78,98.7179,3,1,0,703376034,261,,0,,0,701895531,3,,0,,0
dw,stage,csoh_v2_netstock_forecast,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),500,,0,,0.00,27887761,,27887760,1,0.0000,,,,,,1,0,6,7,85.7142,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,csoh_netstock_forecast,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),500,,0,,0.00,27887761,,27887760,1,0.0000,,,,,,1,0,8,9,88.8888,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,csoh_v2,"Y, AUTO(ENCODE)",EVEN,AUTO(SORTKEY),255,,0,,0.00,27270630,,27270630,0,0.0000,,,,,,3,0,129,145,88.9655,0,0,0,698326938,1,,0,,0,,0,,0,,0
dw,stage,project_session_daily_metrics,Y,KEY(user_id),event_date_id,12297,none,2,88.33,100.00,26732295,1.01,26732296,0,0.0000,0.00,,,,,18,0,31,36,86.1111,0,1,1,699177777,8,,0,,0,,0,,0,,0
dw,fact,forecast,"Y, AUTO(ENCODE)",AUTO(KEY(customer_number)),AUTO(SORTKEY),500,,0,,100.00,26042692,2.68,26042692,0,0.0000,,,,,,217,0,7,11,63.6363,0,1,0,,0,,0,,0,703221298,19,,0,,0
dw,stage,image_search_user_360_release,Y,KEY(user_id),event_date_id,512,none,1,61.50,0.00,25794595,1.00,25794596,0,0.0000,0.00,,,,,1,0,46,47,97.8723,0,1,0,,0,,0,,0,,0,,0,,0
dw,fact,user_subscription_timeline_tbd,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),14,,0,,0.00,25511066,,25511066,0,0.0000,,,,,,1,0,4,4,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,fact,retail_submission_detail,Y,AUTO(KEY(po_line_detail_id)),AUTO(SORTKEY(upc)),100,lzo,1,16.57,100.00,24476004,1.00,23680220,795784,0.0325,0.00,Automatic,N,2025-03-06,0,166,0,20,20,100.0000,1,1,0,,0,,0,,0,,0,,0,,0
dw,stage,image_search_events_with_conversion,Y,KEY(user_id),event_date_id,2048,none,2,69.25,100.00,22459270,1.02,22459270,0,0.0000,0.00,,,,,1,0,62,65,95.3846,0,1,8,,0,,0,,0,,0,,0,,0
dw,stage,asp_sales_data_sku_customer_level_6,"Y, AUTO(ENCODE)",AUTO(KEY(long_sku)),,54,,0,,0.00,21786248,1.23,21786248,0,0.0000,,,,,,6,0,7,7,100.0000,0,1,0,702900341,21,,0,,0,702901858,5,702900374,6,,0
dw,stage,asp_base_data_sku_customer_level_6,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),54,,0,,0.00,21786248,,21786248,0,0.0000,,,,,,4,0,4,4,100.0000,0,0,0,702900244,14,,0,,0,,0,,0,,0
dw,public,josh_total_user_ltv,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),256,,0,,0.00,20034004,,20034004,0,0.0000,,,,,,1,0,62,65,95.3846,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,dtc_pr_adj_all_fake_parent_line_allocation,"Y, AUTO(ENCODE)",AUTO(KEY(cricut_order_id)),AUTO(SORTKEY(cricut_order_id)),100,none,2,0.00,0.00,19987715,1.01,19987716,0,0.0000,0.00,,,,,10,0,34,36,94.4444,0,1,0,703343159,63,,0,,0,,0,,0,,0
dw,dim,user_profile,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),255,none,1,99.99,100.00,19926280,1.02,19667922,258358,0.0129,0.00,Automatic,N,2025-03-06,0,704,0,54,61,88.5245,0,1,0,703390312,143,,0,,0,703356754,28,703125442,29,,0
dw,stage,tbl_transform_user_profile,Y,AUTO(KEY(user_id)),user_id,255,none,1,74.98,100.00,19667927,1.00,19667928,0,0.0000,0.00,,,,,4,0,9,14,64.2857,0,1,0,,0,,0,,0,,0,,0,,0
dw,fact,machine_registration,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),500,none,1,100.00,100.00,19581441,1.03,19215144,366297,0.0187,115.00,Automatic,N,2025-03-06,0,378,0,9,13,69.2307,0,1,0,703317671,17,,0,,0,703365899,57,703113436,11,,0
dw,stage,mltv_user_first_serial,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),500,,0,,0.00,19485339,,19485340,0,0.0000,,,,,,1,0,2,2,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_push_notification_new_metric,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),0,,0,,0.00,19411798,1.00,19411798,0,0.0000,,,,,,1,0,1,2,50.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,image_session_daily_metrics,Y,KEY(user_id),event_date_id,12297,none,1,88.59,100.00,19345678,1.01,19345678,0,0.0000,0.00,,,,,18,0,55,58,94.8275,0,1,1,699111635,12,,0,,0,703117188,2,,0,,0
dw,public,josh_user_ltv_by_user,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),256,,0,,0.00,19306998,,19306998,0,0.0000,,,,,,1,0,16,16,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,josh_user_ltv_by_user2,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),256,,0,,0.00,19306998,,19306998,0,0.0000,,,,,,1,0,16,16,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,udm_registrations_atheja_testing,"Y, AUTO(ENCODE)",KEY(user_id),evaluation_date,255,none,1,12.50,0.00,19175017,1.00,19175016,1,0.0000,0.00,,,,,6,0,8,10,80.0000,0,1,0,703163997,28,,0,,0,,0,,0,,0
dw,stage,image_conversion_fact_v1_tbd,Y,KEY(user_id),event_date_id,65535,none,3,0.00,0.00,19108908,1.02,19108908,0,0.0000,0.00,,,,,1,0,78,84,92.8571,0,1,8,,0,,0,,0,,0,,0,,0
dw,stage,csoh_snapshot_restore,"Y, AUTO(ENCODE)",KEY(week_start_date),week_start_date,1000,none,4,100.00,100.00,19010055,1.53,205215552,0,0.0000,0.00,,,,,1,0,77,78,98.7179,3,1,0,,0,,0,,0,,0,,0,,0
dw,analytics,onboarding_base_events,"Y, AUTO(ENCODE)",KEY(user_id),user_id,64600,none,1,99.99,100.00,18990394,1.00,18767852,222542,0.0117,0.00,Automatic,N,2025-03-06,0,85,0,52,53,98.1132,0,1,1,702959928,92,,0,,0,702661548,4,,0,,0
dw,analytics,onboarding_base_events,"Y, AUTO(ENCODE)",KEY(user_id),user_id,64600,none,1,99.99,100.00,18990394,1.00,18767852,222542,0.0117,0.00,Manual,Y,2025-02-28,6,85,0,52,53,98.1132,0,1,1,702959928,92,,0,,0,702661548,4,,0,,0
dw,stage,dtc_pr_adj_all_sap_salesforce_combined,"Y, AUTO(ENCODE)",AUTO(KEY(order_number)),AUTO(SORTKEY(order_number)),50,none,1,0.00,0.00,18722778,18.45,18722778,0,0.0000,0.00,,,,,9,0,28,30,93.3333,0,1,0,703344754,56,,0,,0,,0,,0,,0
dw,stage,dtc_pr_adj_all_filter_out_fake_parent_line,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),100,,0,,0.00,18722742,,18722742,0,0.0000,,,,,,8,0,24,24,100.0000,0,0,0,703343193,49,,0,,0,,0,,0,,0
dw,analytics,csoh_snapshot_restore,"Y, AUTO(ENCODE)",AUTO(KEY(week_start_date)),AUTO(SORTKEY),1000,,0,,0.00,18664990,1.55,18664990,0,0.0000,,Manual,N,2025-02-28,6,135,0,78,78,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,ultv_mach_reg,"Y, AUTO(ENCODE)",AUTO(KEY(serial_number)),AUTO(SORTKEY),500,,0,,0.00,18355776,1.01,18355776,0,0.0000,,,,,,6,0,5,5,100.0000,0,1,0,699058768,3,,0,,0,,0,,0,,0
dw,stage,ultv_registration,"Y, AUTO(ENCODE)",AUTO(KEY(serial_number)),AUTO(SORTKEY(serial_number)),500,none,2,0.00,0.00,18161447,1.01,18161448,0,0.0000,0.00,,,,,1,0,14,16,87.5000,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,machine_reg,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),25,,0,,0.00,18145830,,18145830,0,0.0000,,,,,,3,0,7,7,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,temp_event_visit_unique_6_days_base,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,100.00,17341932,,17341932,0,0.0000,,,,,,1,0,2,3,66.6666,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,temp_event_visit_unique_6_days_bkp,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,17311669,,17311668,1,0.0000,,,,,,1,0,2,3,66.6666,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,image_search_session_360,Y,KEY(user_id),event_date_id,2048,none,3,0.00,100.00,16610745,1.02,16610745,0,0.0000,0.00,,,,,1,0,60,64,93.7500,0,1,1,,0,,0,,0,,0,,0,,0
dw,public,testing_project_3,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),65535,,0,,0.00,15715960,,15715960,0,0.0000,,,,,,1,0,15,15,100.0000,0,0,3,,0,,0,,0,,0,,0,,0
dw,stage,project_user_daily_metrics,Y,KEY(user_id),event_date_id,512,none,2,53.05,100.00,15493927,1.01,15493927,0,0.0000,0.00,,,,,23,0,66,68,97.0588,0,1,0,699181039,16,,0,,0,703354532,15,,0,,0
dw,fact,user_subscription,"Y, AUTO(ENCODE)",AUTO(KEY(user_subscription_id)),AUTO(SORTKEY(expiration_date)),4000,none,1,0.00,100.00,15344475,1.00,15344475,0,0.0000,0.00,,,,,233,0,13,14,92.8571,0,1,1,703389391,60,,0,,0,,0,,0,,0
