dbname,namespace,table_name,encoded,diststyle,sortkey1,max_varchar,sortkey1_enc,sortkey_num,unsorted,stats_off,tbl_rows,skew_rows,estimated_visible_rows,num_rows_marked_for_deletion,pct_rows_marked_for_deletion,vacuum_sort_benefit,vacuum_run_type,is_last_vacuum_recluster,last_vacuumed_date,days_since_last_vacuumed,query_count,table_recommendation_count,encoded_column_count,column_count,encoded_column_pct,encoded_sortkey_count,distkey_column_count,large_column_size_count,sort_key_alert_sample_query,sort_key_alert_query_count,stats_alert_sample_query,stats_alert_query_count,nl_alert_sample_query,nl_alert_query_count,distributed_alert_sample_query,distributed_alert_query_count,distributed_alert_sample_query,broadcasted_alert_query_count,deleted_alert_sample_query,deleted_alert_query_count
dw,analytics,pillar4_discovery_project_metrics,Y,KEY(user_id),event_date_id,10,az64,2,7.82,53.14,812966343,1.01,812966784,0,0.0000,0.00,Manual,Y,2025-02-28,6,170,0,24,25,96.0000,1,1,0,703221639,7,,0,,0,,0,,0,,0
dw,stage,mltv_serial_user_months_since_registration,"Y, AUTO(ENCODE)",AUTO(KEY(serial_number)),AUTO(SORTKEY),500,,0,,0.00,796474265,1.01,796474240,25,0.0000,,,,,,1,0,4,4,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,fact,general_ledger_detail,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY(account_number)),50,none,1,100.00,100.00,765623460,,765623424,36,0.0000,0.00,Automatic,N,2025-03-06,0,213,0,26,27,96.2962,0,0,0,703209201,34,,0,,0,703281548,19,,0,,0
dw,stage,dl_ole_db_source_union_all_query,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),10,,0,,0.00,765593715,,765593728,0,0.0000,,,,,,5,0,10,10,100.0000,0,0,0,702903306,21,,0,,0,,0,,0,,0
dw,public,onboarding_jv_events_sessions,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,100.00,761951674,,761951680,0,0.0000,,,,,,1,0,5,5,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,daily_active_users,Y,KEY(user_id),date_id,25,none,1,0.59,9.61,747577309,1.00,746626176,951133,0.0012,5.00,Automatic,N,2025-03-01,5,313,0,3,4,75.0000,0,1,0,702890989,6,,0,,0,703322980,20,,0,,0
dw,analytics,daily_active_users,Y,KEY(user_id),date_id,25,none,1,0.59,9.61,747577309,1.00,746626176,951133,0.0012,5.00,Manual,N,2025-03-06,0,313,0,3,4,75.0000,0,1,0,702890989,6,,0,,0,703322980,20,,0,,0
dw,analytics,daily_active_users,Y,KEY(user_id),date_id,25,none,1,0.59,9.61,747577309,1.00,746626176,951133,0.0012,5.00,Manual,Y,2025-03-03,3,313,0,3,4,75.0000,0,1,0,702890989,6,,0,,0,703322980,20,,0,,0
dw,public,onboarding_jv_events_sessions_till_14,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,100.00,705688191,,705688192,0,0.0000,,,,,,1,0,2,2,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_event_sessions_till_14_bkp,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,705284001,,705284032,0,0.0000,,,,,,1,0,2,2,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,project_pdp_customize_makeit_bookmark_to_cut_event_funnel,Y,KEY(user_id),event_date_id,2048,none,2,0.00,0.00,685335772,1.01,685335808,0,0.0000,0.00,Manual,Y,2025-02-28,6,134,0,32,34,94.1176,0,1,5,,0,,0,,0,,0,,0,,0
dw,stage,udm_visitors_raw_full,"Y, AUTO(ENCODE)",KEY(user_id),evaluation_date,1023,none,1,0.00,0.00,685080468,1.00,685080448,20,0.0000,0.00,,,,,5,0,4,5,80.0000,0,1,1,699399497,3,,0,,0,,0,,0,,0
dw,dim,project_tbd03032025,"Y, AUTO(ENCODE)",AUTO(KEY(project_id)),AUTO(SORTKEY(community_status)),65535,none,1,4.84,57.36,677108943,1.00,660077952,17030991,0.0251,0.00,Automatic,N,2025-03-04,2,396,0,90,101,89.1089,0,1,2,703390081,5,,0,,0,702126332,1,,0,,0
dw,dim,project_tbd03032025,"Y, AUTO(ENCODE)",AUTO(KEY(project_id)),AUTO(SORTKEY(community_status)),65535,none,1,4.84,57.36,677108943,1.00,660077952,17030991,0.0251,0.00,Automatic,N,2025-03-04,2,54,0,90,101,89.1089,0,1,2,703390081,5,,0,,0,702126332,1,,0,,0
dw,public,dim_project_gold_backup_mar_3rd,"Y, AUTO(ENCODE)",AUTO(KEY(project_id)),AUTO(SORTKEY(community_status)),65535,none,1,0.00,0.00,661814731,1.00,661814720,11,0.0000,0.00,,,,,18,0,90,101,89.1089,0,1,2,701066155,17,,0,,0,,0,,0,,0
dw,public,ad_viewed_no_tac,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,650452016,,650452032,0,0.0000,,,,,,14,0,8,9,88.8888,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,ad_viewed,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,643290971,,643290944,27,0.0000,,,,,,11,0,8,9,88.8888,0,0,0,,0,,0,,0,,0,,0,,0
dw,dim,project_20240430,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY(project_id)),65535,none,1,1.99,6.80,635421951,,626271040,9150911,0.0144,0.00,,,,,137,0,78,85,91.7647,0,0,2,703347580,1,,0,,0,699899264,1,,0,,0
dw,analytics,project_user_daily_metrics,Y,KEY(user_id),event_date_id,512,none,2,7.77,30.34,633654406,1.01,603982656,29671750,0.0468,15.00,Manual,Y,2025-02-28,6,205,0,66,68,97.0588,0,1,0,699181039,16,,0,,0,703354532,15,,0,,0
dw,analytics,project_user_daily_metrics,Y,KEY(user_id),event_date_id,512,none,2,7.77,30.34,633654406,1.01,603982656,29671750,0.0468,15.00,Automatic,N,2025-03-05,1,205,0,66,68,97.0588,0,1,0,699181039,16,,0,,0,703354532,15,,0,,0
dw,public,onboarding_jv_test_sessions_2020_2025_11,"Y, AUTO(ENCODE)",KEY(user_id),session_id,255,none,2,100.00,100.00,621907612,1.01,621884864,22748,0.0000,0.00,Automatic,N,2025-03-01,5,1,0,4,6,66.6666,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_test_sessions_2020_2025_11_1,"Y, AUTO(ENCODE)",KEY(user_id),session_id,255,none,2,0.00,100.00,620268942,1.01,620268928,14,0.0000,0.00,,,,,1,0,3,5,60.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_test_sessions_2020_2025_08,"Y, AUTO(ENCODE)",KEY(user_id),session_id,255,none,2,100.00,100.00,617705320,1.01,617705344,0,0.0000,0.00,Automatic,N,2025-03-01,5,1,0,4,6,66.6666,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_test_sessions_2020_2025_08_bkp,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(session_id)),255,none,2,0.00,0.00,617705320,1.01,617705344,0,0.0000,0.00,,,,,1,0,3,5,60.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_test_sessions_2020_2025_06,"Y, AUTO(ENCODE)",KEY(user_id),session_id,255,none,2,0.00,100.00,616169820,1.01,616169792,28,0.0000,0.00,,,,,1,0,3,5,60.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_test_sessions_2020_2025_06_bkp,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(session_id)),255,none,2,0.00,0.00,616169820,1.01,616169792,28,0.0000,0.00,,,,,1,0,3,5,60.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,analytics,project_conversion_fact_may30_tbd,Y,KEY(user_id),event_date_id,12297,none,3,0.00,0.00,603765655,1.01,603765632,23,0.0000,0.00,Manual,Y,2025-02-28,6,133,0,56,63,88.8888,1,1,7,,0,,0,,0,,0,,0,,0
dw,analytics,user_monthly_cut_behavior_raw,"Y, AUTO(ENCODE)",ALL,first_day_of_evaluation_month,0,none,1,0.00,0.00,598756327,,598756352,0,0.0000,0.00,,,,,0,0,0,22,0.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,udm_visitors_temp_staging_v2,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),7,,0,,0.00,577851650,,577851648,2,0.0000,,,,,,3,0,5,5,100.0000,0,0,0,703057584,14,,0,,0,,0,,0,,0
dw,fact,udm_cuts_user_project_cut_activity_v2,"Y, AUTO(ENCODE)",KEY(user_id),date_id,0,none,1,0.00,0.00,569928877,1.00,569928896,0,0.0000,0.00,,,,,1,0,2,3,66.6666,0,1,0,,0,,0,,0,,0,,0,,0
dw,analytics,user_monthly_cut_behavior_labelled_all_with_quartile,"Y, AUTO(ENCODE)",ALL,first_day_of_evaluation_month,14,none,1,0.00,0.00,556597466,,556597440,26,0.0000,0.00,,,,,0,0,0,31,0.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,user_monthly_cut_behavior_labelled_all,"Y, AUTO(ENCODE)",ALL,first_day_of_evaluation_month,14,none,1,0.00,0.00,556597466,,556597440,26,0.0000,0.00,,,,,0,0,0,26,0.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,fact,engagement_cohorts,Y,KEY(user_id),first_day_of_evaluation_month,50,az64,1,5.14,10.16,549660115,1.00,549660160,0,0.0000,0.00,,,,,156,0,24,24,100.0000,1,1,0,703381190,16,,0,,0,703381190,12,700356293,1,,0
dw,stage,tbl_temp_user_status_in_previous_month,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),user_id,13,none,1,0.00,0.00,535456046,1.00,535456032,14,0.0000,0.00,,,,,4,0,2,3,66.6666,0,1,0,,0,,0,,0,,0,,0,,0
dw,analytics,image_user_daily_metrics,Y,KEY(user_id),event_date_id,512,none,1,5.20,20.01,523516640,1.00,507171008,16345632,0.0312,0.00,Manual,Y,2025-02-28,6,201,0,54,55,98.1818,0,1,0,699121745,13,,0,,0,703317671,10,,0,,0
dw,analytics,image_user_daily_metrics,Y,KEY(user_id),event_date_id,512,none,1,5.20,20.01,523516640,1.00,507171008,16345632,0.0312,0.00,Automatic,N,2025-03-04,2,201,0,54,55,98.1818,0,1,0,699121745,13,,0,,0,703317671,10,,0,,0
dw,public,tbl_temp_user_status_in_previous_month,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),13,none,1,0.00,0.00,521383462,1.00,521383456,6,0.0000,0.00,,,,,1,0,2,3,66.6666,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,active_users_analysis_check_v1,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),65535,,0,,47.98,501982454,,501982464,0,0.0000,,,,,,1,0,9,9,100.0000,0,0,1,,0,,0,,0,,0,,0,,0
dw,public,q4_search_numbers_final_unique_paid,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),512,,0,,0.00,489066302,1.00,489066304,0,0.0000,,,,,,1,0,21,21,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,q4_search_numbers_final,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),512,,0,,73.79,489066302,,489066304,0,0.0000,,,,,,1,0,19,19,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,q4_search_numbers_final_unique_paid_fixing_cuts,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY),512,,0,,0.00,489066302,1.00,489066304,0,0.0000,,,,,,1,0,21,21,100.0000,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,udm_visitors_raw_agg,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),65535,,0,,0.00,478486827,,478486816,11,0.0000,,,,,,1,0,4,4,100.0000,0,0,1,,0,,0,,0,,0,,0,,0
dw,analytics,pillar4_discovery_project_metrics_with_cuts,Y,KEY(user_id),event_date_id,10,az64,2,12.14,85.85,476308140,1.01,476308096,44,0.0000,0.00,Automatic,N,2025-03-05,1,171,0,40,41,97.5609,1,1,0,699137166,10,,0,,0,,0,,0,,0
dw,analytics,pillar4_discovery_project_metrics_with_cuts,Y,KEY(user_id),event_date_id,10,az64,2,12.14,85.85,476308140,1.01,476308096,44,0.0000,0.00,Manual,Y,2025-02-28,6,171,0,40,41,97.5609,1,1,0,699137166,10,,0,,0,,0,,0,,0
dw,analytics,image_search_session_360,"Y, AUTO(ENCODE)",KEY(user_id),event_date_id,2048,none,3,3.97,0.00,469879405,1.01,469829312,50093,0.0001,0.00,Manual,N,2025-02-28,6,135,0,60,64,93.7500,0,1,1,,0,,0,,0,,0,,0,,0
dw,public,updated_visitor_count,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),512,,0,,50.39,466540137,,466540128,9,0.0000,,,,,,1,0,3,3,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,user_steps_client_source,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),512,,0,,0.00,458829212,,458829216,0,0.0000,,,,,,1,0,15,15,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,project_user_daily_metrics_may29_tbd,Y,KEY(user_id),event_date_id,512,none,2,4.81,0.00,453383630,1.00,453383584,46,0.0000,0.00,Manual,Y,2025-02-28,6,135,0,70,72,97.2222,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,dl_sap_order_detail_ce10010,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),30,,0,,0.00,445643383,,445643392,0,0.0000,,,,,,5,0,10,10,100.0000,0,0,0,703189847,37,,0,,0,703196237,9,,0,,0
dw,public,active_users,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,51.61,445203412,,445203424,0,0.0000,,,,,,1,0,2,2,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,ce10010,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),54,,0,,0.00,435099932,,435099936,0,0.0000,,,,,,29,0,92,92,100.0000,0,0,0,702851443,17,,0,,0,702645858,2,,0,,0
dw,public,user_steps_,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,427452261,,427452256,5,0.0000,,,,,,1,0,10,10,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,user_monthly_cut_behavior_labelled_after_cut_data_start,"Y, AUTO(ENCODE)",ALL,first_day_of_evaluation_month,13,none,1,0.00,0.00,423476593,,423476608,0,0.0000,0.00,,,,,0,0,0,24,0.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,project_search_events,Y,KEY(user_id),date_id,65535,az64,1,1.24,1.25,408597572,1.01,408597600,0,0.0000,0.00,Manual,Y,2025-02-28,6,3,0,38,38,100.0000,1,1,34,,0,,0,,0,699883123,1,,0,,0
dw,analytics,client_image_search_conversions,"Y, AUTO(ENCODE)",KEY(user_id),last_day_of_week,65535,none,3,0.00,0.00,408153439,1.01,408153440,0,0.0000,0.00,,,,,0,0,0,18,0.0000,0,0,4,,0,,0,,0,,0,,0,,0
dw,public,unique_active_users_with_steps,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,373475866,,373475872,0,0.0000,,,,,,1,0,11,11,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,project_master_fact,Y,KEY(user_id),event_date_id,12297,none,2,54.14,100.00,341970630,1.04,341970624,6,0.0000,0.00,,,,,28,0,41,46,89.1304,0,1,7,703075925,17,,0,,0,703076839,11,,0,,0
dw,analytics,pillar4_discovery_image_metrics_with_cuts,Y,KEY(user_id),event_date_id,10,az64,2,16.69,59.43,336831547,1.01,336831552,0,0.0000,0.00,Automatic,N,2025-03-04,2,158,0,20,21,95.2380,1,1,0,701990496,7,,0,,0,,0,,0,,0
dw,analytics,pillar4_discovery_image_metrics_with_cuts,Y,KEY(user_id),event_date_id,10,az64,2,16.69,59.43,336831547,1.01,336831552,0,0.0000,0.00,Manual,Y,2025-02-28,6,158,0,20,21,95.2380,1,1,0,701990496,7,,0,,0,,0,,0,,0
dw,analytics,image_user_daily_metrics_may30_tbd,Y,KEY(user_id),event_date_id,512,none,1,0.00,0.00,324868730,1.00,324868736,0,0.0000,0.00,Manual,Y,2025-02-28,6,134,0,53,54,98.1481,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_events_sessions_2024,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,308052205,,308052192,13,0.0000,,,,,,1,0,2,2,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,onboarding_jv_events_sessions_2023,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,283413928,,283413920,8,0.0000,,,,,,1,0,2,2,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,image_conversion_fact_v1_tbd,Y,KEY(user_id),event_date_id,65535,none,3,0.00,0.00,277942163,1.01,277942144,19,0.0000,0.00,Manual,Y,2025-02-28,6,135,0,78,84,92.8571,0,1,8,,0,,0,,0,,0,,0,,0
dw,fact,cut_pass_end_base_data,Y,KEY(user_id),file_date_id,65535,lzo,2,0.00,0.00,273828476,1.07,273828480,0,0.0000,0.00,,,,,1,0,52,54,96.2962,2,1,38,,0,,0,,0,,0,,0,,0
dw,public,hb_project_engagement_lifespan,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),200,none,1,0.00,0.00,263183833,1.00,263183840,0,0.0000,0.00,,,,,1,0,13,14,92.8571,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,hb_cut_freq,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),200,none,2,0.00,0.00,263183833,1.00,263183840,0,0.0000,0.00,,,,,1,0,13,15,86.6666,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,active_users_analysis_check,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),65535,,0,,0.00,261119952,,261119952,0,0.0000,,,,,,1,0,9,9,100.0000,0,0,1,,0,,0,,0,,0,,0,,0
dw,public,tac_user_no_tac,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,233567791,,233567792,0,0.0000,,,,,,10,0,14,15,93.3333,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,project_pdp_customize_makeit_bookmark_to_cut_event_funnel,Y,KEY(user_id),event_date_id,2048,none,2,75.48,100.00,233450760,1.01,233450752,8,0.0000,0.00,,,,,1,0,32,34,94.1176,0,1,5,,0,,0,,0,,0,,0,,0
dw,public,tac_user,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,232070484,,232070480,4,0.0000,,,,,,16,0,14,15,93.3333,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,pillar4_discovery_project_metrics_with_cuts_mat_view,Y,KEY(user_id),event_date_id,10,none,2,0.00,0.00,231882958,1.01,231882960,0,0.0000,0.00,,,,,0,0,0,40,0.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,pillar4_discovery_project_metrics_with_cuts_mv,Y,KEY(user_id),event_date_id,10,none,2,0.00,0.00,230467948,1.01,230467952,0,0.0000,0.00,,,,,0,0,0,40,0.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,unique_active_users_with_steps_client_source,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),512,,0,,0.00,218329936,,218329936,0,0.0000,,,,,,1,0,15,15,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,unique_active_users_with_steps_client_source_2023,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),512,,0,,0.00,207701187,,207701184,3,0.0000,,,,,,1,0,15,15,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,public,tbl_transform_user_ds_product_attributes,Y,KEY(user_id),date_id,256,none,1,0.00,100.00,196387542,1.00,196387536,6,0.0000,0.00,,,,,1,0,10,11,90.9090,0,1,0,,0,,0,,0,,0,,0,,0
dw,stage,dl_sap_order_detail_vbak_vbap,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),120,,0,,0.00,186981340,,186981344,0,0.0000,,,,,,9,0,25,25,100.0000,0,0,0,703196127,84,,0,,0,,0,,0,,0
dw,fact,order_line_erp,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY(order_number)),250,none,1,74.90,100.00,186981340,,186981344,0,0.0000,0.00,,,,,863,0,31,32,96.8750,0,0,0,703323532,195,,0,,0,703352145,224,,0,,0
dw,fact,order_line_dtc,"Y, AUTO(ENCODE)",AUTO(KEY(order_detail_id)),AUTO(SORTKEY(order_date)),2000,none,1,62.87,100.00,184560327,1.00,180409664,4150663,0.0224,0.00,Automatic,N,2025-03-06,0,585,0,68,70,97.1428,0,1,2,703204834,121,,0,,0,703204834,126,703134086,26,,0
dw,stage,dl_invoice_detail,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),54,,0,,0.00,183524221,,183524224,0,0.0000,,,,,,4,0,8,8,100.0000,0,0,0,703190444,36,,0,,0,,0,703024752,1,,0
dw,fact,invoice_detail,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY(invoice_date)),6,none,1,0.00,100.00,183524221,,183524224,0,0.0000,0.00,,,,,468,0,9,10,90.0000,0,0,0,703208752,47,,0,,0,703208474,144,,0,,0
dw,fact,sale_shipment_billing,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY(sold_to_customer_number)),30,none,1,0.00,100.00,182884423,,182884416,7,0.0000,0.00,Automatic,N,2025-03-04,2,178,0,36,37,97.2972,0,0,0,701908898,9,,0,,0,703032555,6,,0,,0
dw,stage,tbl_temp_user_status_in_previous_quarter,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),user_id,24,none,1,0.00,0.00,179973878,1.00,179973872,6,0.0000,0.00,,,,,4,0,2,3,66.6666,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,tbl_temp_user_status_in_previous_quarter,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),24,none,1,0.00,0.00,179973878,1.00,179973872,6,0.0000,0.00,,,,,1,0,2,3,66.6666,0,1,0,,0,,0,,0,,0,,0,,0
dw,public,searching_users,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,174795501,,174795504,0,0.0000,,,,,,1,0,2,2,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,dl_ole_db_source_cust_query,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),30,,0,,0.00,167317865,,167317872,0,0.0000,,,,,,4,0,2,2,100.0000,0,0,0,702903251,14,,0,,0,702903488,7,,0,,0
dw,analytics,netstock_collaborator_forecast_actuals,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),500,,0,,100.00,164198512,,164198512,0,0.0000,,Manual,N,2025-02-28,6,460,0,114,114,100.0000,0,0,0,703204874,68,,0,,0,702124610,4,,0,,0
dw,stage,mltv_c_cuts,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,161305494,,161305488,6,0.0000,,,,,,5,0,4,4,100.0000,0,0,0,699680863,3,,0,,0,699680923,1,,0,,0
dw,stage,mltv_cuts,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),255,,0,,0.00,159977853,,159977856,0,0.0000,,,,,,1,0,4,4,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,fact,order_erp,"Y, AUTO(ENCODE)",AUTO(KEY(order_number)),AUTO(SORTKEY(sales_type_code)),200,none,1,0.00,100.00,159909674,1.00,159909680,0,0.0000,0.00,Automatic,N,2025-03-06,0,1096,0,26,27,96.2962,0,1,0,703336959,216,,0,,0,703352145,165,702998230,35,,0
dw,stage,dl_ole_db_source_doc_query,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),30,,0,,0.00,159889994,,159890000,0,0.0000,,,,,,4,0,2,2,100.0000,0,0,0,702902747,14,,0,,0,702903488,7,,0,,0
dw,fact,statsig_exposures,Y,KEY(user_id),AUTO(SORTKEY(group_name)),256,lzo,1,74.99,0.00,159622472,1.00,159622464,8,0.0000,0.00,,,,,218,0,7,7,100.0000,1,1,0,702806436,30,,0,,0,,0,,0,,0
dw,dim,address,"Y, AUTO(ENCODE)",ALL,address_number,180,none,1,0.00,100.00,159357192,,159357184,8,0.0000,0.00,,,,,268,0,99,100,99.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,analytics,content_usage_user_detail,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),25,,0,,15.98,159267041,,172247104,0,0.0000,,Manual,N,2025-02-28,6,156,0,54,54,100.0000,0,0,0,702192176,2,,0,,0,702123206,2,,0,,0
dw,stage,dl_tempglcustomer,"Y, AUTO(ENCODE)",AUTO(KEY(documentnumber)),AUTO(SORTKEY),10,,0,,0.00,157816515,1.00,157816512,3,0.0000,,,,,,4,0,2,2,100.0000,0,1,0,702902808,14,,0,,0,,0,702903488,7,,0
dw,stage,ultv_cut_allocation,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,155979747,,155979744,3,0.0000,,,,,,4,0,3,3,100.0000,0,0,0,699060067,2,,0,,0,,0,,0,,0
dw,stage,dl_invoice_list,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),9,,0,,0.00,155978578,,155978576,2,0.0000,,,,,,3,0,3,3,100.0000,0,0,0,703190605,24,,0,,0,,0,703024752,1,,0
dw,public,testing_project,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),2000,,0,,0.00,152930436,,152930432,4,0.0000,,,,,,1,0,14,14,100.0000,0,0,2,,0,,0,,0,,0,,0,,0
dw,stage,ultv_sub_margin_date,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,148844555,,148844560,0,0.0000,,,,,,4,0,4,4,100.0000,0,0,0,699060021,2,,0,,0,,0,,0,,0
dw,stage,mltv_c_user_paid_month,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),0,,0,,0.00,148844555,,148844560,0,0.0000,,,,,,4,0,3,3,100.0000,0,0,0,699679939,2,,0,,0,,0,,0,,0
dw,stage,mltv_subscription_revenue,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),39,,0,,0.00,148760734,,148760736,0,0.0000,,,,,,1,0,4,4,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
dw,stage,mltv_c_subs_base,"Y, AUTO(ENCODE)",AUTO(KEY(user_id)),AUTO(SORTKEY(user_id)),255,none,2,0.00,0.00,145796832,1.00,145796832,0,0.0000,0.00,,,,,7,0,4,9,44.4444,0,1,0,699681353,4,,0,,0,699681372,1,,0,,0
dw,public,q4_search_numbers,"Y, AUTO(ENCODE)",AUTO(EVEN),AUTO(SORTKEY),512,,0,,100.00,143821761,,143821760,1,0.0000,,,,,,1,0,19,19,100.0000,0,0,0,,0,,0,,0,,0,,0,,0
