node_type,node,slice_count,storage_utilization_pct,storage_capacity_gb,storage_used_gb
unknown,0,4,25.0900,128000.000000,32116.795000
unknown,1,4,26.7300,128000.000000,34214.757000
unknown,2,4,23.9700,128000.000000,30692.064000
unknown,3,4,24.4000,128000.000000,31244.433000
unknown,4,4,24.7000,128000.000000,31626.671000
unknown,5,4,25.2300,128000.000000,32304.706000
unknown,6,4,26.3800,128000.000000,33776.750000
unknown,7,4,26.0700,128000.000000,33376.314000
