dbname,query_date,query_hour,select_count,select_duration_secs,cursor_count,cursor_duration_secs,unload_count,unload_duration_secs,copy_count,copy_duration_secs,insert_count,insert_duration_secs,update_count,update_duration_secs,delete_count,delete_duration_secs,vacuum_count,vacuum_duration_secs,analyze_count,analyze_duration_secs,call_proc_count,call_proc_duration_secs,ddl_count,ddl_duration_secs,dcl_count,dcl_duration_secs,automv_count,automv_duration_secs,other_count,other_duration_secs
prd_personalization,2025-03-04,0,12,4.3,0,0.0,0,0.0,30,108.7,1,24.5,0,0.0,0,0.0,0,0.0,3,0.8,0,0.0,3,9.6,0,0.0,0,0.0,88,24.5
prd_personalization,2025-03-04,1,2,7.2,0,0.0,0,0.0,27,594.1,1,40.0,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,21.1,0,0.0,0,0.0,66,25.5
prd_personalization,2025-03-04,2,2,16.7,0,0.0,0,0.0,30,62.0,1,16.2,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,2.6,0,0.0,0,0.0,70,48.7
prd_personalization,2025-03-04,3,7,0.4,0,0.0,2,9.1,27,512.6,8,388.2,48,5012.9,0,0.0,0,0.0,64,118.9,0,0.0,101,17585.1,0,0.0,0,0.0,180,448.6
prd_personalization,2025-03-04,4,0,0.0,0,0.0,0,0.0,28,74.7,1,25.5,6,6.2,0,0.0,0,0.0,10,2.0,0,0.0,16,57.3,0,0.0,0,0.0,70,27.9
prd_personalization,2025-03-04,5,1,0.1,0,0.0,0,0.0,1,0.3,1,15.6,0,0.0,14,18.0,80,14.8,3,0.1,0,0.0,3,5.9,0,0.0,0,0.0,38,15.6
prd_personalization,2025-03-04,6,0,0.0,0,0.0,0,0.0,1,185.7,1,39.9,0,0.0,0,0.0,0,0.0,3,0.5,0,0.0,4,12.4,0,0.0,0,0.0,10,7.8
prd_personalization,2025-03-04,7,0,0.0,0,0.0,0,0.0,1,12.1,1,32.9,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,4.9,0,0.0,1,8.8,10,3.8
prd_personalization,2025-03-04,8,4,12.7,0,0.0,0,0.0,1,0.6,1,10.8,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,1.8,0,0.0,0,0.0,23,6.3
prd_personalization,2025-03-04,9,2,0.4,0,0.0,0,0.0,1,0.5,1,23.8,0,0.0,0,0.0,0,0.0,3,0.5,0,0.0,3,8.1,0,0.0,0,0.0,18,3.7
prd_personalization,2025-03-04,10,2,2.6,0,0.0,0,0.0,0,0.0,1,48.7,0,0.0,0,0.0,0,0.0,3,0.3,0,0.0,3,15.6,0,0.0,0,0.0,18,6.2
prd_personalization,2025-03-04,11,1,0.1,0,0.0,0,0.0,1,0.4,1,31.8,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,9.7,0,0.0,0,0.0,10,4.8
prd_personalization,2025-03-04,12,2,0.1,0,0.0,0,0.0,1,1.6,1,19.3,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,11.0,0,0.0,0,0.0,14,4.3
prd_personalization,2025-03-04,13,0,0.0,0,0.0,0,0.0,1,1.6,1,28.3,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,9.0,0,0.0,0,0.0,6,3.4
prd_personalization,2025-03-04,14,2,17.3,0,0.0,0,0.0,11,372.7,1,37.0,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,7.3,0,0.0,0,0.0,36,11.9
prd_personalization,2025-03-04,15,0,0.0,0,0.0,0,0.0,1,1.6,1,34.8,0,0.0,0,0.0,0,0.0,3,0.3,0,0.0,3,12.9,0,0.0,0,0.0,9,3.3
prd_personalization,2025-03-04,16,0,0.0,0,0.0,0,0.0,0,0.0,1,66.5,0,0.0,0,0.0,0,0.0,3,0.6,0,0.0,3,26.4,0,0.0,0,0.0,4,3.2
prd_personalization,2025-03-04,17,0,0.0,0,0.0,0,0.0,0,0.0,1,36.6,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,3.2,0,0.0,0,0.0,7,2.4
prd_personalization,2025-03-04,18,2,2.3,0,0.0,0,0.0,1,1.5,1,29.1,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,12.7,0,0.0,0,0.0,14,4.8
prd_personalization,2025-03-04,19,0,0.0,0,0.0,0,0.0,8,971.5,1,44.8,0,0.0,0,0.0,0,0.0,3,0.3,0,0.0,3,10.6,0,0.0,0,0.0,23,13.8
prd_personalization,2025-03-04,20,3,14.4,0,0.0,0,0.0,30,89.3,2,36.0,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,8.7,0,0.0,0,0.0,84,41.0
prd_personalization,2025-03-04,21,0,0.0,0,0.0,0,0.0,30,68.3,1,11.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,1.9,0,0.0,0,0.0,67,32.4
prd_personalization,2025-03-04,22,1,0.1,0,0.0,0,0.0,30,59.5,1,12.4,0,0.0,0,0.0,0,0.0,80,4527.6,0,0.0,3,3.1,0,0.0,0,0.0,68,28.8
prd_personalization,2025-03-04,23,1,0.0,0,0.0,0,0.0,30,61.2,1,15.9,0,0.0,70,205.8,140,12.2,3,0.1,0,0.0,3,4.5,0,0.0,0,0.0,164,94.3
prd_personalization,2025-03-05,0,13,8.5,0,0.0,0,0.0,30,74.3,1,21.5,0,0.0,0,0.0,6,0.1,3,0.1,0,0.0,3,19.9,0,0.0,0,0.0,92,23.8
prd_personalization,2025-03-05,1,1,0.2,0,0.0,0,0.0,30,51.4,1,12.2,0,0.0,0,0.0,12,0.2,3,0.1,0,0.0,3,1.9,0,0.0,0,0.0,68,15.7
prd_personalization,2025-03-05,2,3,30.7,0,0.0,0,0.0,30,64.5,1,12.1,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,1.6,0,0.0,0,0.0,74,29.3
prd_personalization,2025-03-05,3,7,0.8,0,0.0,2,3.8,30,111.4,8,139.2,48,2267.5,0,0.0,0,0.0,63,115.7,0,0.0,96,9990.9,0,0.0,0,0.0,185,174.9
prd_personalization,2025-03-05,4,0,0.0,0,0.0,0,0.0,29,66.4,1,41.5,6,8.6,0,0.0,0,0.0,10,3.7,0,0.0,16,57.0,0,0.0,0,0.0,72,30.7
prd_personalization,2025-03-05,5,1,0.0,0,0.0,0,0.0,1,0.3,1,24.4,0,0.0,70,367.8,134,19.7,3,0.1,0,0.0,3,6.0,0,0.0,0,0.0,106,49.8
prd_personalization,2025-03-05,6,0,0.0,0,0.0,0,0.0,1,93.5,1,41.6,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,4,12.2,0,0.0,0,0.0,10,5.0
prd_personalization,2025-03-05,7,0,0.0,0,0.0,0,0.0,1,272.0,1,51.9,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,24.0,0,0.0,1,6.9,10,7.7
prd_personalization,2025-03-05,8,4,16.9,0,0.0,0,0.0,1,1.5,1,20.5,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,34.1,0,0.0,0,0.0,20,10.8
prd_personalization,2025-03-05,9,2,0.5,0,0.0,0,0.0,1,0.7,1,22.6,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,4.3,0,0.0,0,0.0,21,4.6
prd_personalization,2025-03-05,10,2,3.1,0,0.0,0,0.0,0,0.0,1,35.2,0,0.0,0,0.0,0,0.0,3,0.5,0,0.0,3,24.2,0,0.0,0,0.0,18,7.6
prd_personalization,2025-03-05,11,2,105.8,0,0.0,0,0.0,1,0.5,1,30.9,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,8.5,0,0.0,0,0.0,14,5.4
prd_personalization,2025-03-05,12,2,0.1,0,0.0,0,0.0,1,0.4,1,23.0,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,9.8,0,0.0,0,0.0,14,6.0
prd_personalization,2025-03-05,13,0,0.0,0,0.0,0,0.0,1,1.4,1,24.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,6.7,0,0.0,0,0.0,6,16.2
prd_personalization,2025-03-05,14,2,16.5,0,0.0,0,0.0,15,46.1,1,41.3,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,11.6,0,0.0,0,0.0,44,64.9
prd_personalization,2025-03-05,15,0,0.0,0,0.0,0,0.0,1,1.9,1,27.3,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,14.2,0,0.0,0,0.0,9,6.7
prd_personalization,2025-03-05,16,0,0.0,0,0.0,0,0.0,0,0.0,1,23.6,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,16.3,0,0.0,0,0.0,4,6.8
prd_personalization,2025-03-05,17,0,0.0,0,0.0,0,0.0,0,0.0,1,19.7,0,0.0,16,52.7,40,1.0,3,0.3,0,0.0,3,4.9,0,0.0,0,0.0,31,44.4
prd_personalization,2025-03-05,18,3,2.4,0,0.0,0,0.0,2,2.6,1,10.2,0,0.0,0,0.0,6,0.1,3,0.1,0,0.0,3,2.2,0,0.0,0,0.0,20,5.2
prd_personalization,2025-03-05,19,0,0.0,0,0.0,0,0.0,15,37.3,1,12.2,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,2.3,0,0.0,0,0.0,37,19.2
prd_personalization,2025-03-05,20,3,13.6,0,0.0,0,0.0,30,67.3,2,28.7,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,6.6,0,0.0,0,0.0,84,44.8
prd_personalization,2025-03-05,21,0,0.0,0,0.0,0,0.0,30,69.4,1,17.4,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,5.6,0,0.0,0,0.0,67,61.5
prd_personalization,2025-03-05,22,1,0.1,0,0.0,0,0.0,30,62.2,1,22.2,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,4.0,0,0.0,0,0.0,68,38.4
prd_personalization,2025-03-05,23,1,0.0,0,0.0,0,0.0,30,54.4,1,21.9,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,1.7,0,0.0,0,0.0,68,41.6
prd_personalization,2025-03-06,0,12,3.9,0,0.0,0,0.0,29,125.3,1,13.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,5.7,0,0.0,0,0.0,86,60.3
prd_personalization,2025-03-06,1,6,7.5,0,0.0,46,22.0,58,84.6,7,162.2,0,0.0,0,0.0,0,0.0,31,14.2,0,0.0,44,270.2,0,0.0,0,0.0,178,44.7
prd_personalization,2025-03-06,2,1,8.0,0,0.0,30,14.6,60,104.1,6,332.3,0,0.0,0,0.0,0,0.0,33,9.6,0,0.0,56,720.1,0,0.0,0,0.0,175,48.5
prd_personalization,2025-03-06,3,8,10.1,0,0.0,2,4.4,23,260.0,8,122.9,48,2242.5,0,0.0,0,0.0,63,89.5,0,0.0,96,10020.6,0,0.0,0,0.0,171,281.7
prd_personalization,2025-03-06,4,0,0.0,0,0.0,0,0.0,4,71.5,1,34.0,9,10.7,0,0.0,0,0.0,10,2.3,0,0.0,16,75.9,0,0.0,0,0.0,25,31.2
prd_personalization,2025-03-06,5,1,0.0,0,0.0,0,0.0,3,65.6,1,25.4,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,3,9.8,0,0.0,0,0.0,14,17.9
prd_personalization,2025-03-06,6,1,0.1,0,0.0,12,5.9,6,16.5,2,153.4,0,0.0,0,0.0,0,0.0,9,3.7,0,0.0,10,58.4,0,0.0,0,0.0,30,13.5
prd_personalization,2025-03-06,7,0,0.0,0,0.0,0,0.0,0,0.0,1,32.4,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,4.6,0,0.0,1,7.1,8,3.2
prd_personalization,2025-03-06,8,4,17.7,0,0.0,0,0.0,1,252.3,1,41.3,0,0.0,0,0.0,0,0.0,3,0.3,0,0.0,3,11.9,0,0.0,0,0.0,23,5.2
prd_personalization,2025-03-06,9,2,0.5,0,0.0,0,0.0,0,0.0,1,23.7,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,17.6,0,0.0,0,0.0,16,3.3
prd_personalization,2025-03-06,10,2,3.3,0,0.0,0,0.0,0,0.0,1,29.8,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,5.9,0,0.0,0,0.0,18,11.5
prd_personalization,2025-03-06,11,1,0.1,0,0.0,0,0.0,0,0.0,1,54.2,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,25.9,0,0.0,0,0.0,8,3.9
prd_personalization,2025-03-06,12,2,0.1,0,0.0,0,0.0,0,0.0,1,44.0,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,27.6,0,0.0,0,0.0,12,3.4
prd_personalization,2025-03-06,13,0,0.0,0,0.0,0,0.0,0,0.0,1,39.9,0,0.0,0,0.0,0,0.0,3,0.7,0,0.0,3,13.2,0,0.0,0,0.0,4,1.9
prd_personalization,2025-03-06,14,2,14.6,0,0.0,6,3.0,9,247.1,4,352.7,0,0.0,0,0.0,0,0.0,9,1.8,0,0.0,22,406.3,0,0.0,0,0.0,45,14.6
prd_personalization,2025-03-06,15,1,0.3,0,0.0,2,1.0,2,3.8,2,2514.2,0,0.0,0,0.0,0,0.0,5,1.4,0,0.0,8,507.4,0,0.0,0,0.0,17,8.5
prd_personalization,2025-03-06,16,1,0.1,0,0.0,3,1.4,3,5.7,1,58.8,0,0.0,0,0.0,0,0.0,6,2.1,0,0.0,6,754.0,0,0.0,0,0.0,14,11.5
prd_personalization,2025-03-06,17,0,0.0,0,0.0,0,0.0,0,0.0,1,33.3,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,3,11.0,0,0.0,0,0.0,7,2.9
prd_statsig,2025-02-27,0,197,131.0,0,0.0,0,0.0,4,26.0,638,46056.5,56,22296.7,274,3366.8,0,0.0,818,1368.2,0,0.0,1844,75597.0,0,0.0,0,0.0,804,35836.2
prd_statsig,2025-02-27,1,77,16.8,0,0.0,0,0.0,2,3.3,173,2237.1,22,10460.2,39,35.7,0,0.0,304,643.0,0,0.0,516,82572.7,0,0.0,0,0.0,262,3603.6
prd_statsig,2025-02-27,2,13,40.6,0,0.0,0,0.0,1,397.1,96,50702.6,0,0.0,112,1247.4,1,506.3,62,688.1,0,0.0,94,41593.2,0,0.0,0,0.0,154,1608.8
prd_statsig,2025-02-27,3,1,0.0,0,0.0,0,0.0,1,3.2,32,27379.5,0,0.0,32,819.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,52.3
prd_statsig,2025-02-27,4,35,5.1,0,0.0,0,0.0,2,105.0,141,11767.5,17,19251.1,20,18.8,0,0.0,149,94.4,0,0.0,195,25379.8,0,0.0,0,0.0,138,6424.4
prd_statsig,2025-02-27,5,51,34.5,0,0.0,0,0.0,2,3.4,268,37805.1,11,8408.1,112,29879.7,0,0.0,265,662.2,0,0.0,339,37484.3,0,0.0,0,0.0,316,2833.0
prd_statsig,2025-02-27,6,16,24.1,0,0.0,0,0.0,2,118.5,106,27347.2,0,0.0,106,7738.6,0,0.0,129,474.8,0,0.0,143,32006.3,0,0.0,0,0.0,124,1235.5
prd_statsig,2025-02-27,7,0,0.0,0,0.0,0,0.0,2,298.9,0,0.0,0,0.0,2,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,12,7.9
prd_statsig,2025-02-27,8,4,18.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.1
prd_statsig,2025-02-27,9,2,0.5,0,0.0,0,0.0,1,1.7,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,1.8
prd_statsig,2025-02-27,10,2,3.1,0,0.0,0,0.0,1,1.6,0,0.0,0,0.0,15455,121493.4,1738,1922.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17849,16495.2
prd_statsig,2025-02-27,11,81,108.7,0,0.0,0,0.0,2,4.1,190,760.5,8,2609.5,1429,11493.9,870,562.0,383,269.6,0,0.0,383,10321.5,0,0.0,0,0.0,2529,2343.0
prd_statsig,2025-02-27,12,2,0.1,0,0.0,0,0.0,1,765.3,0,0.0,0,0.0,26,360.7,91,75.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,96,54.8
prd_statsig,2025-02-27,13,16,260.3,0,0.0,0,0.0,1,202.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,48,0.1,0,0.0,0,0.0,4,1.8
prd_statsig,2025-02-27,14,2,16.2,0,0.0,0,0.0,1,1.8,0,0.0,0,0.0,1682,7241.7,2850,27633.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4566,3353.4
prd_statsig,2025-02-27,15,1,23.8,0,0.0,0,0.0,1,2.7,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,2.5
prd_statsig,2025-02-27,16,95,32.2,0,0.0,0,0.0,4,8.7,385,8146.3,31,142.7,201,187.9,0,0.0,436,263.9,0,0.0,540,5911.8,0,0.0,0,0.0,460,1512.8
prd_statsig,2025-02-27,17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,2.2
prd_statsig,2025-02-27,18,51,6.4,0,0.0,0,0.0,3,21.5,200,12527.5,6,82.2,62,153.6,8,1157.5,354,245.5,0,0.0,572,3871.2,0,0.0,0,0.0,380,546.3
prd_statsig,2025-02-27,19,14,12.5,0,0.0,0,0.0,1,7.0,73,6170.7,0,0.0,45,30.6,0,0.0,322,128.8,0,0.0,440,29135.8,0,0.0,0,0.0,226,204.5
prd_statsig,2025-02-27,20,33,28.4,0,0.0,0,0.0,2,2.3,128,33236.8,0,0.0,34,159.2,0,0.0,246,171.0,0,0.0,418,61462.7,0,0.0,0,0.0,292,5836.7
prd_statsig,2025-02-27,21,82,3703.0,0,0.0,0,0.0,2,770.4,219,32472.1,23,18356.0,105,163.6,0,0.0,1044,535.3,0,0.0,1116,84687.2,0,0.0,0,0.0,864,2259.7
prd_statsig,2025-02-27,22,48,19.8,0,0.0,0,0.0,2,2.9,268,11227.9,21,1589.0,97,343.8,0,0.0,740,319.3,0,0.0,822,5594.6,0,0.0,0,0.0,610,1000.4
prd_statsig,2025-02-27,23,19,21.8,0,0.0,0,0.0,1,4.5,163,43081.8,0,0.0,162,1361.8,0,0.0,306,175.0,0,0.0,172,3610.0,0,0.0,0,0.0,354,836.1
prd_statsig,2025-02-28,0,197,73.4,0,0.0,0,0.0,4,12.2,616,99652.0,56,18842.4,252,2071.7,0,0.0,731,1029.1,0,0.0,1806,83368.8,0,0.0,0,0.0,761,64003.5
prd_statsig,2025-02-28,1,108,77.3,0,0.0,0,0.0,3,10.9,486,27072.5,25,9565.7,237,6593.8,48,21.9,606,2090.1,0,0.0,752,102573.6,0,0.0,0,0.0,661,9327.4
prd_statsig,2025-02-28,2,37,18.9,0,0.0,0,0.0,1,2.5,23,9.5,0,0.0,657,2573.7,888,445.4,187,550.1,0,0.0,187,61512.4,0,0.0,0,0.0,1630,1043.9
prd_statsig,2025-02-28,3,1,0.4,0,0.0,0,0.0,1,84.7,1,1.0,0,0.0,1,1.0,0,0.0,7,3.4,0,0.0,7,8347.3,0,0.0,0,0.0,12,10.5
prd_statsig,2025-02-28,4,58,33.4,0,0.0,0,0.0,2,3.9,274,10923.0,17,11198.7,172,135.5,40,28.5,323,231.0,0,0.0,329,5837.3,0,0.0,0,0.0,377,484.7
prd_statsig,2025-02-28,5,34,40.6,0,0.0,0,0.0,4,12.0,301,6398.2,0,0.0,103,49353.3,0,0.0,298,231.1,0,0.0,337,7567.8,0,0.0,0,0.0,283,2167.2
prd_statsig,2025-02-28,6,0,0.0,0,0.0,0,0.0,1,205.5,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,8,1.4
prd_statsig,2025-02-28,7,2,19.9,0,0.0,0,0.0,1,210.7,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,5,0.0,0,0.0,1,7.9,8,566.8
prd_statsig,2025-02-28,8,4,17.6,0,0.0,0,0.0,1,43.4,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,2.2
prd_statsig,2025-02-28,9,3,0.6,0,0.0,0,0.0,1,70.2,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,11.0
prd_statsig,2025-02-28,10,4,3.6,0,0.0,0,0.0,1,1.6,0,0.0,0,0.0,210,367.6,152,65.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,398,205.0
prd_statsig,2025-02-28,11,80,3.9,0,0.0,0,0.0,2,6.0,190,385.4,8,3549.6,392,2540.2,774,270.0,383,401.0,0,0.0,383,21075.8,0,0.0,0,0.0,1383,1153.8
prd_statsig,2025-02-28,12,2,0.1,0,0.0,0,0.0,1,3.7,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,1.7
prd_statsig,2025-02-28,13,7,98.4,0,0.0,0,0.0,1,1.9,0,0.0,0,0.0,1,1.1,0,0.0,0,0.0,0,0.0,21,0.1,0,0.0,0,0.0,4,1.7
prd_statsig,2025-02-28,14,65,30.7,0,0.0,0,0.0,3,3.0,311,1431.5,11,26.9,79,15.4,804,3204.7,220,93.9,0,0.0,310,834.3,0,0.0,0,0.0,1050,1074.0
prd_statsig,2025-02-28,15,195,134.7,0,0.0,0,0.0,6,19.3,1002,76658.0,70,12868.2,507,45317.4,0,0.0,1157,629.8,0,0.0,1229,43677.2,0,0.0,0,0.0,1138,4797.7
prd_statsig,2025-02-28,16,63,9.8,0,0.0,0,0.0,2,4.5,278,19028.3,17,2711.0,153,756.1,0,0.0,502,360.6,0,0.0,556,20974.7,0,0.0,0,0.0,408,14332.3
prd_statsig,2025-02-28,17,0,0.0,0,0.0,0,0.0,1,4.1,0,0.0,0,0.0,1,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,2.3
prd_statsig,2025-02-28,18,2,2.7,0,0.0,0,0.0,1,1.7,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,1.4
prd_statsig,2025-02-28,19,33,2.3,0,0.0,0,0.0,2,2.0,171,779.9,10,70.9,101,8.0,0,0.0,237,135.8,0,0.0,268,911.2,0,0.0,0,0.0,225,252.3
prd_statsig,2025-02-28,20,3,11.9,0,0.0,0,0.0,1,2.1,1,9.7,0,0.0,1,0.1,660,547.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,673,313.5
prd_statsig,2025-02-28,21,0,0.0,0,0.0,0,0.0,1,2.2,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.5
prd_statsig,2025-02-28,22,1,0.1,0,0.0,0,0.0,1,1.6,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.2
prd_statsig,2025-02-28,23,1,0.1,0,0.0,0,0.0,1,2.1,0,0.0,0,0.0,15330,38707.8,7615,2249.0,870,3214.6,0,0.0,1,0.1,0,0.0,0,0.0,22758,9723.2
prd_statsig,2025-03-01,0,166,22.0,0,0.0,0,0.0,4,2.7,607,9753.2,45,5296.1,807,626.5,1608,409.0,837,652.5,0,0.0,2136,32542.1,0,0.0,0,0.0,2753,3506.3
prd_statsig,2025-03-01,1,91,18.2,0,0.0,0,0.0,2,0.6,186,1195.2,11,1005.4,1108,2182.1,1698,251.1,583,1290.6,0,0.0,385,19664.9,0,0.0,0,0.0,2517,1102.1
prd_statsig,2025-03-01,2,2,14.1,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.1,6,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0
prd_statsig,2025-03-01,3,0,0.0,0,0.0,0,0.0,3,8.0,0,0.0,0,0.0,27,411.2,15,19.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,33.3
prd_statsig,2025-03-01,4,58,23.6,0,0.0,0,0.0,2,5.6,273,7934.3,17,2082.8,240,1541.3,99,236.4,322,227.0,0,0.0,322,4431.3,0,0.0,0,0.0,489,437.2
prd_statsig,2025-03-01,5,48,18.4,0,0.0,0,0.0,2,2.4,301,4216.3,0,0.0,397,519.3,834,220.5,298,236.7,0,0.0,337,3572.2,0,0.0,0,0.0,1217,738.9
prd_statsig,2025-03-01,6,0,0.0,0,0.0,0,0.0,1,4.1,0,0.0,0,0.0,1,2.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,8,6.4
prd_statsig,2025-03-01,7,0,0.0,0,0.0,0,0.0,1,115.1,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.2,8,2.7
prd_statsig,2025-03-01,8,4,13.5,0,0.0,0,0.0,1,291.8,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,4.7
prd_statsig,2025-03-01,9,2,0.5,0,0.0,0,0.0,1,1.7,0,0.0,0,0.0,1,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,1.6
prd_statsig,2025-03-01,10,2,2.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,6.8
prd_statsig,2025-03-01,11,81,135.2,0,0.0,0,0.0,2,3.8,190,491.4,8,2136.7,1,1.2,0,0.0,383,302.8,0,0.0,383,14238.5,0,0.0,0,0.0,280,361.0
prd_statsig,2025-03-01,12,2,0.9,0,0.0,0,0.0,1,1.2,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,2.8
prd_statsig,2025-03-01,13,7,59.1,0,0.0,0,0.0,1,2.2,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,21,0.1,0,0.0,0,0.0,4,0.9
prd_statsig,2025-03-01,14,2,11.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1163,2689.9,2158,406.1,132,172.9,0,0.0,0,0.0,0,0.0,0,0.0,2567,1514.4
prd_statsig,2025-03-01,15,22,4.2,0,0.0,0,0.0,2,2.6,113,1044.0,0,0.0,36,30.8,0,0.0,109,60.1,0,0.0,187,294.3,0,0.0,0,0.0,91,413.5
prd_statsig,2025-03-01,16,0,0.0,0,0.0,0,0.0,1,1.7,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,2.7
prd_statsig,2025-03-01,17,0,0.0,0,0.0,0,0.0,1,1.4,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,2.1
prd_statsig,2025-03-01,18,2,2.1,0,0.0,0,0.0,1,1.9,0,0.0,0,0.0,1,0.2,0,0.0,67,1621.0,0,0.0,0,0.0,0,0.0,0,0.0,15,1.9
prd_statsig,2025-03-01,19,61,8.6,0,0.0,0,0.0,3,3.6,307,1111.8,11,40.3,71,3.7,0,0.0,266,119.0,0,0.0,370,735.5,0,0.0,0,0.0,259,270.3
prd_statsig,2025-03-01,20,62,32.8,0,0.0,0,0.0,2,1.7,316,3456.8,28,1188.5,1404,1702.4,2511,63.1,589,4570.8,0,0.0,427,3157.6,0,0.0,0,0.0,1989,996.4
prd_statsig,2025-03-01,21,0,0.0,0,0.0,0,0.0,1,1.3,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7
