workload_exec_hour,service_class_category,service_class,queue_name,concurrency_scaling_status,dbname,query_type,total_query_count,completed_query_count,user_aborted_count,wlm_evicted_count,total_est_peak_mem_gb,total_disk_spill_count,total_compile_count,total_disk_spill_gb,total_query_alert_count,total_called_proc_count,avg_query_execution_time_secs,max_query_execution_time_secs,total_query_execution_time_secs,avg_compile_time_secs,max_compile_time_secs,total_compile_time_secs,avg_query_queue_time_secs,max_query_queue_time_secs,total_query_queue_time_secs,avg_actual_execution_time_secs,total_actual_execution_time_secs,total_query_cpu_time_secs,total_cs_usage_limit_count,total_scan_row_count,total_return_row_count,total_nl_join_row_count
2025-02-27 01:00:00,Auto WLM,100,Default queue,main,prd_statsig,SELECT,8,8,0,0,0.0156,0,0,0.0000,1,0,0.425513,2.704491,3.404110,0.000125,0.001000,0.001000,0.000000,0.000000,0.000000,0.425388,3.403110,1.000000,0,0,0,0
2025-02-27 01:00:00,SQA,14,Short query queue,main,prd_dw,CTAS,2,2,0,0,0.0449,0,0,0.0000,1,0,3.967073,7.456298,7.934146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.967073,7.934146,3.000000,0,21845501,0,0
2025-02-27 01:00:00,SQA,14,Short query queue,main,prd_statsig,CTAS,25,24,0,1,0.7380,2,0,0.0000,7,0,3.540378,21.676332,88.509465,0.000440,0.001000,0.011000,0.000000,0.000000,0.000000,3.539938,88.498465,61.000000,0,230387218,0,0
2025-02-27 01:00:00,SQA,14,Short query queue,main,prd_statsig,SELECT,15,15,0,0,0.2032,1,0,0.0000,4,0,1.049858,4.513096,15.747884,0.000333,0.001000,0.005000,0.000000,0.000000,0.000000,1.049525,15.742884,7.000000,0,190538023,0,0
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_data_lake,COPY,1,1,0,0,2.6094,0,0,1.9609,0,0,293.829506,293.829506,293.829506,0.000000,0.000000,0.000000,263.000000,263.000000,263.000000,30.829506,30.829506,156.000000,0,5504750,0,0
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_dw,CTAS,6,6,0,0,3.0283,0,0,1.9346,2,0,323.325931,1446.680196,1939.955590,0.000500,0.001000,0.003000,170.833333,932.000000,1025.000000,152.492098,914.952590,4060.000000,0,5099479089,0,4370018
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_dw,DELETE,3,3,0,0,0.5098,0,0,0.0000,2,0,67.884474,187.968502,203.653422,0.000666,0.002000,0.002000,67.000000,187.000000,201.000000,0.883807,2.651422,4.000000,0,50536198,0,0
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_dw,INSERT,5,5,0,0,8.3198,2,0,1900.8437,5,0,1542.170724,5468.536063,7710.853621,0.000600,0.001000,0.003000,168.000000,259.000000,840.000000,1374.170124,6870.850621,50745.000000,0,27193354135,0,24744240025
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_dw,UNLOAD,18,18,0,0,1.4707,1,0,1.1104,18,0,49.647781,497.981912,893.660066,0.000277,0.001000,0.005000,42.333333,496.000000,762.000000,7.314170,131.655066,301.000000,0,7258821461,0,0
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_dw,UPDATE,7,7,0,0,0.1738,0,0,0.0000,3,0,64.943760,262.012006,454.606325,0.000142,0.001000,0.001000,63.285714,259.000000,443.000000,1.657903,11.605325,0.000000,0,115,0,0
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_personalization,COPY,14,14,0,0,0.2513,0,0,0.3398,0,0,147.385355,805.312198,2063.394983,0.000285,0.001000,0.004000,145.142857,803.000000,2032.000000,2.242213,31.390983,51.000000,0,19008,0,0
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_statsig,COPY,1,1,0,0,0.0078,0,0,0.0000,0,0,397.111275,397.111275,397.111275,0.000000,0.000000,0.000000,396.000000,396.000000,396.000000,1.111275,1.111275,1.000000,0,4096,0,0
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_statsig,CTAS,29,29,0,0,16.7840,6,0,861.0410,26,0,490.059446,1641.625971,14211.723960,0.000482,0.002000,0.014000,391.793103,1472.000000,11362.000000,98.265860,2849.709960,9933.000000,0,10289807143,0,0
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_statsig,DELETE,11,11,0,0,0.0488,0,0,0.0000,5,0,7.954459,26.471981,87.499051,0.000000,0.000000,0.000000,7.454545,27.000000,82.000000,0.499913,5.499051,2.000000,0,5213499,0,0
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_statsig,INSERT,1,1,0,0,0.0039,0,0,0.0000,0,0,0.223868,0.223868,0.223868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.223868,0.223868,0.000000,0,0,0,0
2025-02-27 02:00:00,Auto WLM,100,Default queue,main,prd_statsig,SELECT,8,8,0,0,0.3184,1,0,0.5908,1,0,28.382467,208.918143,227.059738,0.000250,0.001000,0.002000,22.375000,179.000000,179.000000,6.007217,48.057738,14.000000,0,6421012,15360,0
2025-02-27 02:00:00,SQA,14,Short query queue,main,prd_dw,CTAS,5,5,0,0,0.1320,0,0,0.0000,1,0,2.398368,9.365019,11.991844,0.000400,0.001000,0.002000,0.000000,0.000000,0.000000,2.397968,11.989844,4.000000,0,30350089,0,0
2025-02-27 02:00:00,SQA,14,Short query queue,main,prd_statsig,CTAS,20,18,0,2,0.6837,6,0,0.0000,8,0,5.452361,20.240640,109.047227,0.000350,0.001000,0.007000,0.000000,0.000000,0.000000,5.452011,109.040227,194.000000,0,804043244,0,0
2025-02-27 02:00:00,SQA,14,Short query queue,main,prd_statsig,SELECT,5,4,0,1,0.1226,1,0,0.0000,1,0,5.304520,20.904612,26.522602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.304520,26.522602,10.000000,0,58264832,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_data_lake,COPY,1,1,0,0,2.5703,0,0,0.0000,0,0,155.182077,155.182077,155.182077,0.000000,0.000000,0.000000,121.000000,121.000000,121.000000,34.182077,34.182077,145.000000,0,5306671,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_dw,CTAS,14,14,0,0,21.1854,3,0,9412.8926,4,0,1236.755816,12324.611298,17314.581433,0.000357,0.001000,0.005000,303.214285,1141.000000,4245.000000,933.541173,13069.576433,58142.000000,0,110311630808,0,3557698
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_dw,DELETE,3,3,0,0,0.5391,0,0,0.0000,2,0,6.535413,15.005153,19.606239,0.000000,0.000000,0.000000,0.666666,1.000000,2.000000,5.868746,17.606239,10.000000,0,161934542,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_dw,INSERT,7,7,0,0,11.5790,6,0,1099.7617,6,0,1992.476402,6840.764950,13947.334820,0.000571,0.001000,0.004000,473.714285,968.000000,3316.000000,1518.761545,10631.330820,36067.000000,0,40529551911,0,19246636998
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_dw,UNLOAD,18,18,0,0,0.8672,2,0,0.3096,18,0,69.683500,607.126042,1254.303004,0.000277,0.001000,0.005000,63.111111,607.000000,1136.000000,6.572111,118.298004,272.000000,0,6123387007,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_dw,UPDATE,6,6,0,0,0.2158,0,0,0.0000,4,0,15.402846,66.733651,92.417080,0.000000,0.000000,0.000000,14.333333,65.000000,86.000000,1.069513,6.417080,1.000000,0,0,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_personalization,COPY,22,22,0,0,0.3774,0,0,0.1045,0,0,69.574349,606.396908,1530.635688,0.000045,0.001000,0.001000,67.227272,604.000000,1479.000000,2.347031,51.634688,77.000000,0,33052,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_personalization,CTAS,20,20,0,0,23.8741,8,3,632.4492,11,0,381.485722,2199.594558,7629.714455,2.535450,23.936000,50.709000,255.350000,1227.000000,5107.000000,123.600272,2472.005455,5517.000000,0,18200759323,0,1568871
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_personalization,INSERT,7,7,0,0,0.2461,2,0,5.2256,1,0,14.748839,54.497925,103.241875,0.000142,0.001000,0.001000,4.571428,20.000000,32.000000,10.177267,71.240875,92.000000,0,87865652,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_personalization,OTHER,1,1,0,0,0.0039,0,0,0.0000,0,0,0.069193,0.069193,0.069193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.069193,0.069193,0.000000,0,0,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_personalization,SELECT,3,3,0,0,0.0117,0,0,0.0000,0,0,0.660261,1.853332,1.980784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.660261,1.980784,0.000000,0,0,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_personalization,UNLOAD,2,2,0,0,0.0000,0,0,0.0000,2,0,40.611062,80.891545,81.222124,0.000000,0.000000,0.000000,39.500000,79.000000,79.000000,1.111062,2.222124,2.000000,0,65790880,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_personalization,UPDATE,19,19,0,0,10.3575,5,0,9.5576,7,0,98.165586,891.157484,1865.146148,0.000263,0.001000,0.005000,75.526315,691.000000,1435.000000,22.639007,430.141148,1094.000000,0,3490025609,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_statsig,COPY,1,1,0,0,0.0078,0,0,0.0000,0,0,3.206460,3.206460,3.206460,0.001000,0.001000,0.001000,0.000000,0.000000,0.000000,3.205460,3.205460,1.000000,0,0,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_statsig,CTAS,11,11,0,0,21.5708,4,0,56.5635,5,0,376.212571,1339.957226,4138.338287,0.000545,0.001000,0.006000,282.818181,872.000000,3111.000000,93.393844,1027.332287,2150.000000,0,1769388088,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_statsig,DELETE,1,1,0,0,0.0039,0,0,0.0000,1,0,0.102584,0.102584,0.102584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.102584,0.102584,0.000000,0,0,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_statsig,INSERT,1,1,0,0,0.0039,0,0,0.0000,0,0,0.363080,0.363080,0.363080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.363080,0.363080,0.000000,0,0,0,0
2025-02-27 03:00:00,Auto WLM,100,Default queue,main,prd_statsig,SELECT,1,1,0,0,0.0000,0,0,0.0000,0,0,0.017600,0.017600,0.017600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017600,0.017600,0.000000,0,0,0,0
2025-02-27 03:00:00,SQA,14,Short query queue,main,prd_dw,CTAS,5,4,0,1,0.1733,1,0,3.4863,1,0,5.212360,23.605436,26.061801,0.000200,0.001000,0.001000,0.000000,0.000000,0.000000,5.212160,26.060801,75.000000,0,185825789,0,0
2025-02-27 03:00:00,SQA,14,Short query queue,main,prd_personalization,CTAS,5,4,0,1,0.5332,1,0,0.0000,2,0,7.509836,21.443487,37.549184,0.000600,0.001000,0.003000,0.000000,0.000000,0.000000,7.509236,37.546184,49.000000,0,129975620,0,0
2025-02-27 03:00:00,SQA,14,Short query queue,main,prd_statsig,CTAS,4,0,0,4,0.1475,2,0,1.0488,0,0,21.460692,22.894605,85.842768,0.000250,0.001000,0.001000,0.000000,0.000000,0.000000,21.460442,85.841768,288.000000,0,344847596,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_data_lake,COPY,1,1,0,0,2.0708,0,0,0.0000,0,0,489.776844,489.776844,489.776844,0.000000,0.000000,0.000000,468.000000,468.000000,468.000000,21.776844,21.776844,94.000000,0,4349760,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_dw,CTAS,5,5,0,0,2.6754,0,0,0.0000,1,0,3866.773978,16225.055112,19333.869891,0.000400,0.001000,0.002000,243.200000,644.000000,1216.000000,3623.573578,18117.867891,54717.000000,0,93367346504,0,3861726
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_dw,DELETE,3,3,0,0,0.6299,1,1,0.0000,3,0,187.812166,548.906720,563.436500,0.019666,0.059000,0.059000,182.333333,538.000000,547.000000,5.459166,16.377500,29.000000,0,213424976,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_dw,INSERT,5,5,0,0,12.8281,2,0,7147.6387,5,0,2888.283608,11375.906327,14441.418043,0.023400,0.115000,0.117000,317.000000,683.000000,1585.000000,2571.260208,12856.301043,63571.000000,0,21800375683,0,55782302
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_dw,UNLOAD,1,1,0,0,0.0117,0,0,0.0000,1,0,1186.968876,1186.968876,1186.968876,0.000000,0.000000,0.000000,1184.000000,1184.000000,1184.000000,2.968876,2.968876,1.000000,0,0,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_dw,UPDATE,3,3,0,0,0.1084,0,0,0.0000,2,0,181.183425,514.775734,543.550275,0.000333,0.001000,0.001000,179.666666,513.000000,539.000000,1.516425,4.549275,0.000000,0,0,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_personalization,COPY,8,8,0,0,0.1408,0,0,0.0352,0,0,351.152311,1092.828816,2809.218489,0.000375,0.001000,0.003000,348.000000,1089.000000,2784.000000,3.151936,25.215489,27.000000,0,14336,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_personalization,CTAS,2,2,0,0,0.4746,0,0,1.4531,1,0,234.929174,359.341360,469.858349,0.000500,0.001000,0.001000,226.000000,355.000000,452.000000,8.928674,17.857349,56.000000,0,119405663,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_personalization,UPDATE,7,7,0,0,1.4922,1,0,0.5508,1,0,37.564249,208.187372,262.949746,0.000000,0.000000,0.000000,32.142857,201.000000,225.000000,5.421392,37.949746,35.000000,0,8785920,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_statsig,COPY,2,2,0,0,0.0117,0,0,0.0000,0,0,52.481734,103.743139,104.963469,0.000000,0.000000,0.000000,49.000000,98.000000,98.000000,3.481734,6.963469,2.000000,0,8192,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_statsig,CTAS,18,18,0,0,11.5438,2,0,21.7812,7,0,260.758804,1822.916338,4693.658484,0.000333,0.001000,0.006000,235.833333,1585.000000,4245.000000,24.925138,448.652484,1328.000000,0,28354833510,0,126390085
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_statsig,DELETE,7,7,0,0,0.0273,0,0,0.0000,3,0,1.086055,1.704973,7.602391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.086055,7.602391,5.000000,0,85663074,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_statsig,INSERT,18,18,0,0,1.4617,1,0,0.0771,5,0,102.058741,388.864058,1837.057342,0.000666,0.001000,0.012000,98.555555,384.000000,1774.000000,3.502519,63.045342,34.000000,0,116901213,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_statsig,OTHER,1,1,0,0,0.0039,0,0,0.0000,0,0,0.060336,0.060336,0.060336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060336,0.060336,0.000000,0,0,0,0
2025-02-27 04:00:00,Auto WLM,100,Default queue,main,prd_statsig,SELECT,3,3,0,0,0.0078,0,0,0.0000,0,0,0.046617,0.070661,0.139851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.046617,0.139851,0.000000,0,0,0,0
2025-02-27 04:00:00,SQA,14,Short query queue,main,prd_dw,CTAS,5,4,0,1,0.3383,1,1,0.0000,0,0,8.063403,23.629360,40.317017,1.708600,8.541000,8.543000,0.000000,0.000000,0.000000,6.354803,31.774017,26.000000,0,17191215,0,0
2025-02-27 04:00:00,SQA,14,Short query queue,main,prd_personalization,CTAS,4,3,0,1,0.5680,1,1,0.0625,2,0,6.677907,21.326432,26.711630,1.694500,6.777000,6.778000,0.000000,0.000000,0.000000,4.983407,19.933630,118.000000,0,122102789,0,267668
2025-02-27 04:00:00,SQA,14,Short query queue,main,prd_statsig,CTAS,17,16,0,1,0.3877,0,0,0.0000,4,0,2.913160,21.358290,49.523725,0.000352,0.001000,0.006000,0.000000,0.000000,0.000000,2.912807,49.517725,32.000000,0,10428418318,0,0
