dbname,table_name,alert_seconds,alert_rowcount,alert_event,alert_solution,alert_sample_query,alert_querycount
prd_dw,firehose_v3_enriched_ino,2423649.21334200,45355585538,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1875149,116
prd_dw,firehose_v3_enriched_near,2363498.23144600,44115079403,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1879911,141
prd_dw,firehose_v3_enriched_far,2338976.49509000,43874865355,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1879911,148
prd_dw,cut_session_master,1192027.69351900,123341909756,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1874814,63
prd_dw,firehose_v3_enriched_ino,558148.02483100,14753491957,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1850325,23
prd_dw,firehose_v3_enriched_far,558148.02483100,14753491957,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1850325,23
prd_dw,firehose_v3_enriched_near,558148.02483100,14753491957,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1850325,23
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@60317075@81334900@,199509.84669400,497080356,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1867248,21
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@113624562@81334900@,186729.97139500,1426885053,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1867248,20
prd_statsig,t_rslocal_localhost@473788@716097@,186409.62350600,4142908514,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1870035,168
prd_statsig,t_rslocal_localhost@473790@716097@,186385.00544900,4148778159,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1870035,168
prd_statsig,t_rslocal_localhost@473792@716097@,185666.18878500,4142846974,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1870035,143
prd_dw,cut_session_master,169734.76406100,24259829849,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1874814,34
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@79533855@80823173@,161704.26408600,31627774,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1572399,14
prd_dw,udm_registrations,149212.01233700,13249596445,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1879370,60
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@57867205@81334900@,143719.12244500,248996798026,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1876120,10
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130745757@81424957@,133979.27235800,35954661573,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1876302,27
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@79533855@81334900@,129544.73013700,23616999,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1741280,13
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@60317075@80823173@,126404.70930800,160197631,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1554890,7
prd_dw,project,119724.96832300,12566671414,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1855174,18
prd_dw,pillar5_sourceproj_canvas_to_cut_funnel,117061.88544800,5055712224,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1853170,28
prd_statsig,t_rslocal_localhost@473788@693658@,112227.21937600,2936478005,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1582787,109
prd_statsig,t_rslocal_localhost@473790@693658@,111369.50065700,2941108671,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1582787,109
prd_statsig,t_rslocal_localhost@473792@693658@,110877.65963500,2936441344,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1582787,92
prd_dw,user_profile,101578.67088200,106551913811,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1877524,73
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@47931087@81334900@,100852.09601400,203422412,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1881661,1561
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@113624562@80823173@,99730.70439200,457967416,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1554890,7
prd_dw,cut_session_image,96884.20169700,16944535678,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1855656,40
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@60317075@80823173@,95633.42392000,100102153369,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1592908,25
prd_dw,t_rslocal_localhost@1908487@716097@,92666.59673400,21813718,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1841787,20
prd_dw,t_rslocal_localhost@1908487@693658@,89907.24295400,12200338,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1586166,12
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@44907317@81334900@,77213.95869700,2527209068,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1810395,5
prd_statsig,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@31725589@81334900@,75386.90179500,347838450,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1877150,72
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@47931087@81334900@,73133.59354600,10588914588,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1879417,8
,cut_session_master,71943.59212600,6092957310,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1873518,2
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@44907317@80823173@,68621.64865600,1678058262,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1569120,2
prd_personalization,interactions,68359.54005400,43639431734,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1842794,16
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130494265@81231858@,66872.75734000,15269811816,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1596797,12
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130185509@80992462@,65234.28510400,39446435032,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1540000,11
prd_dw,udm_project_cuts,64618.25548000,2040362760,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1879370,20
prd_dw,cut_session_project,64570.63713600,36673979653,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1865431,23
prd_statsig,ratio_aggregations_single_cta_on_pdp_2doth49tjw0ebzaahpbtdc_50__00_1,64440.79225100,9152940932,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1835828,84
prd_statsig,ratio_aggregations_machinelearning_ai_chat_bot,63857.47491900,6244447226,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1836862,111
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@60317075@81334900@,58939.34844100,31487953099,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1867248,35
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@57867205@80823173@,57931.06160400,99586370134,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1568684,4
prd_dw,udm_project_cuts_v2_stage,55059.34078800,17968288,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1878300,72
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@47931087@80823173@,51956.99602100,129921790,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1625490,852
prd_statsig,distinct_metrics_single_cta_on_pdp_2doth49tjw0ebzaahpbtdc_50__00_1,50503.61097100,10894437853,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1835199,92
prd_dw,stage_cut_session_images,44848.66348400,742159846,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1810297,29
,firehose_v3_enriched_far,43537.31328000,490234311,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1879372,1
,firehose_v3_enriched_ino,43537.31328000,490234311,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1879372,1
,firehose_v3_enriched_near,43537.31328000,490234311,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1879372,1
prd_statsig,distinct_metrics_machinelearning_ai_chat_bot,38784.40149600,3985312581,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1836735,116
prd_dw,udm_visitors_delta_rows,37244.13536300,14933440,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1877255,64
prd_statsig,windowed_metrics_single_cta_on_pdp_2doth49tjw0ebzaahpbtdc_50__00_1_incremental,35753.07736100,8773825143,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1835199,43
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@47931087@80823173@,35388.72870000,3965564806,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1568150,3
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@94597936@80823173@,35248.93136000,9253108590,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1573442,7
prd_dw,image_session_daily_metrics,34083.76746500,4301878488,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1852231,22
prd_statsig,ratio_aggregations_imagesearch_searchlite_rescorebyreferenceimages,34020.56976500,4926128045,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1846055,174
prd_dw,udm_cuts_user_dates_populate_v2,33839.78716500,14265440,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1865379,52
prd_statsig,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@31725589@80823173@,32249.56126800,131817713,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1595618,30
prd_statsig,t_rslocal_localhost@1436922@716097@,30764.15910600,718759676,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1876372,196
prd_dw,project,29753.86483700,30653658,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1855242,57
prd_dw,udm_registrations,29661.06408100,1272438560,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1851922,12
prd_statsig,windowed_metrics_single_cta_on_pdp_2doth49tjw0ebzaahpbtdc_50__00_1_7,28857.84445200,7635205383,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1835154,28
prd_statsig,ratio_aggregations_canvas_iq_landing_panel,27841.81483700,5184488961,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1872802,102
prd_statsig,windowed_metrics_machinelearning_ai_chat_bot_incremental,27627.60427500,3286319050,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1836735,72
prd_statsig,distinct_metrics_imagesearch_searchlite_rescorebyreferenceimages,26248.66790700,3449677680,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1879285,161
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130745757@81424957@,25369.41288700,9376346176,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1856348,21
prd_statsig,distinct_metrics_canvas_iq_landing_panel,23685.10742200,3137660053,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1872509,101
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@31725589@81334900@,22094.05585900,212664893,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1743271,17
,firehose_v3_enriched_near,21471.74143600,239204924,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1879372,1
,firehose_v3_enriched_far,21471.74143600,239204924,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1879372,1
,firehose_v3_enriched_ino,21471.74143600,239204924,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1879372,1
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130667703@81355125@,20770.03732600,7598643122,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1659171,6
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@31725589@80823173@,18827.64776000,173129089,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1570066,12
prd_statsig,t_rslocal_localhost@1436922@693658@,17568.54743900,341410434,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1587974,129
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130745757@81424957@,17002.57196400,596952812,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1876302,26
prd_statsig,ratio_aggregations_single_cta_on_pdp_2doth7tyewjdeog1u52jpg,16286.28136000,900747058,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1833482,89
prd_dw,udm_visitors,15924.61339600,6057448218,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1874814,19
prd_dw,pillar5_user_funnel_firehose_events,15538.05033300,663254818,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1852096,17
prd_dw,engagement_cohorts,15408.43315500,18470094429,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1856348,42
prd_dw,udm_visitors,15288.78859000,5959042311,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1874814,19
prd_statsig,windowed_metrics_single_cta_on_pdp_2doth49tjw0ebzaahpbtdc_50__00_1_non_incremental,15128.36579700,5693500432,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1834479,7
prd_statsig,windowed_metrics_imagesearch_searchlite_rescorebyreferenceimages_incremental,14514.20074800,1327572896,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1873752,92
prd_personalization,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@47931087@81334900@,14276.76919600,3309729893,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1841750,5
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130185509@80992462@,14124.76201900,746582203,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1543476,11
,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@113624562@81334900@,13416.35440400,47698233,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1877653,1
,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@60317075@81334900@,12983.75187300,0,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1877653,1
prd_statsig,distinct_metrics_single_cta_on_pdp_2doth7tyewjdeog1u52jpg,12910.43216100,1231308099,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1833290,90
prd_statsig,t_rslocal_localhost@1436922@716097@,12565.83343200,494890425,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1832482,21
prd_personalization,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@47931087@81334900@,12340.36999300,16397894,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1874282,21
prd_statsig,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@56318977@81334900@,12268.14979900,206115572,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1832389,9
prd_statsig,t_rslocal_localhost@473788@716097@,12163.35990600,397215998,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1829962,10
prd_statsig,t_rslocal_localhost@473790@716097@,12163.35990600,397215998,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1829962,10
prd_statsig,t_rslocal_localhost@473792@716097@,12163.35990600,397215998,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1829962,10
prd_statsig,windowed_metrics_canvas_iq_landing_panel_7,12048.81201100,2584097188,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1872509,41
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130494265@81231858@,11846.61356000,4565637328,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1592459,10
prd_statsig,windowed_metrics_imagesearch_searchlite_rescorebyreferenceimages_7,11633.94703200,1764563476,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1845711,88
prd_dw,tbl_temp_qtd_user_cuts,11485.72596700,369512076,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1879228,7
prd_dw,tbl_temp_qtd_user_cuts,11010.75422700,5875248,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1879182,35
prd_statsig,windowed_metrics_canvas_iq_landing_panel_incremental,10697.44479300,421982746,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1731060,20
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@94597936@81334900@,10694.87765300,3969368250,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1666825,3
prd_statsig,windowed_metrics_canvas_iq_landing_panel_non_incremental,10583.26757900,296721392,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1730874,18
prd_statsig,unit_day_covariate_metrics_canvas_iq_landing_panel,10576.82875700,291239379,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1871763,25
prd_statsig,ratio_aggregations_q1_2025_global_holdout_5427iyljdiikpvnukghnm7_1__00_1,10142.72074500,1431164080,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1745409,11
prd_dw,engagement_cohorts,9950.18356000,3250763320,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1853170,6
prd_statsig,ratio_aggregations_content_panel_recommendations,9925.71618500,1034472707,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1848165,54
prd_statsig,windowed_metrics_machinelearning_ai_chat_bot_7,9712.58445100,524649624,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1836721,24
prd_dw,image_user_daily_metrics,9658.08947300,1581435379,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1852223,11
prd_statsig,ratio_aggregations_search_remove_phrases_and_editable_images_3fnzxoatvkohpehac9rb4s,9394.29541100,561682330,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1736335,43
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130494265@81231858@,8755.62265200,689905008,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1591673,10
prd_dw,tbl_temp_distinct_cuts,8699.62659400,18766256,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1686394,100
prd_statsig,windowed_metrics_single_cta_on_pdp_2doth7tyewjdeog1u52jpg_7,8495.57025500,736878932,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1833158,28
prd_personalization,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@47931087@80823173@,8490.77861900,1982963066,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1586358,3
prd_statsig,windowed_metrics_single_cta_on_pdp_2doth7tyewjdeog1u52jpg_incremental,8374.30680700,1093918789,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1833290,69
prd_statsig,windowed_metrics_imagesearch_searchlite_rescorebyreferenceimages_non_incremental,8334.35343900,135734536,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1845499,52
prd_statsig,unit_day_covariate_metrics_imagesearch_searchlite_rescorebyreferenceimages,8181.63390200,6389981,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1875861,40
prd_statsig,distinct_metrics_q1_2025_global_holdout_5427iyljdiikpvnukghnm7_1__00_1,8150.34007700,1212142861,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1745409,12
prd_statsig,t_rslocal_localhost@473792@693658@,7394.96793600,265482775,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1581648,8
prd_statsig,t_rslocal_localhost@473790@693658@,7394.96793600,265482775,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1581648,8
prd_statsig,t_rslocal_localhost@473788@693658@,7394.96793600,265482775,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1581648,8
prd_dw,project_user_daily_metrics,7214.40160500,894858684,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1851926,9
prd_statsig,distinct_metrics_content_panel_recommendations,7115.72272500,660740437,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1847929,40
prd_statsig,distinct_metrics_projects_search_hybrid_semantic,7105.36013100,1622974791,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1862115,63
prd_statsig,ratio_aggregations_projects_search_hybrid_semantic,7087.43453400,2029947695,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1862194,78
prd_statsig,exposures,7053.38904500,206626363,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1876123,321
prd_statsig,distinct_metrics_search_image_complexity_filter,6830.96708000,662330391,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1879068,69
prd_statsig,ratio_aggregations_search_image_complexity_filter,6335.35340700,827728806,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1879068,69
prd_statsig,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@60317075@81334900@,6170.49718800,524288311,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1819149,5
prd_dw,udm_visitors_delta_rows,6152.44082000,157031935,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1877313,8
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@56318977@81334900@,6109.00189400,27647423,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1743271,33
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130667703@81355125@,6090.10929200,2308495368,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1650328,5
prd_dw,project,6075.13976300,4631142176,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1851124,8
prd_statsig,windowed_metrics_search_image_complexity_filter_7,5977.74878900,544149327,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1879068,21
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@56318977@80823173@,5892.04753900,29113346,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1572399,31
prd_dw,firehose_v3_fennel_temp,5839.26621200,74660516,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1881671,3464
prd_statsig,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@31725589@81334900@,5736.01475600,271392798,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1832314,10
prd_dw,stage_cut_session_images,5706.44145600,759793944,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1666825,11
prd_personalization,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@47931087@80823173@,5669.07716200,5657305,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1586321,6
prd_statsig,unit_day_covariate_metrics_machinelearning_ai_chat_bot,5616.74275600,133972091,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1836148,24
prd_statsig,distinct_metrics_search_remove_phrases_and_editable_images_3fnzxoatvkohpehac9rb4s,5552.23584300,395317855,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1736335,50
prd_statsig,windowed_metrics_projects_search_hybrid_semantic_7,5520.91395600,1580082516,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1862115,30
