dbname,table_name,alert_seconds,alert_rowcount,alert_event,alert_solution,alert_sample_query,alert_querycount
prd_dw,non_overlap_user_data,68.32536100,4896512,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1843118,32
,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@31725589@80823173@,67.66324700,1338715,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1600603,1
prd_statsig,unit_covariate_metrics_imagesearch_searchlite_rescorebyreferenceimages,66.95441100,470234,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1875858,34
prd_statsig,unit_day_metrics_canvas_iq_landing_panel,65.98344700,3605960,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1872014,29
prd_statsig,windowed_metrics_canvas_iq_landing_panel_all,65.20289500,2832466,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1872126,23
prd_dw,stage_content_usage_event,64.47398900,3000240,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1813650,15
prd_statsig,tmp_table_wnuluiodjsq6yzv2omzee_search_image_complexity_filter,63.70598900,2472288,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1875337,18
prd_statsig,tmp_table_wnuluiodjsq6yzv2omzee_image_background_removal_model,63.47230000,2884336,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1831406,21
prd_statsig,t_rslocal_localhost@1916391@693658@,62.92344400,621686,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1532558,2
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@6253533@81334900@,62.43903000,534461,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1873575,5
prd_dw,temp_mr_summary_metrics,61.38867300,2884336,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1878611,21
prd_statsig,tmp_table_wnuluiodjsq6yzv2omzee_search_destination_page_search,61.26381200,1821510,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1877597,30
prd_statsig,tmp_table_31b7jjbbawel7heoyvvagt_canvas_iq_landing_panel,60.25295100,2380416,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1870644,26
prd_personalization,transformed_campaign_response,59.58837000,600048,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1570371,3
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130983083@81609710@,58.48764900,13024,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1810646,1
prd_statsig,tmp_table_pre_exposure_wnuluiodjsq6yzv2omzee_search_destination_page_search,56.58814400,2598073,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1876162,33
prd_statsig,distinct_values_single_cta_on_pdp_2doth7tyewjdeog1u52jpg,56.58420100,2434281,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1832308,14
prd_statsig,t_rslocal_localhost@2256929@726727@,54.48671100,5274,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1728172,1
prd_dw,temp_mr_summary_metrics,53.69358300,273815802,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1878614,7
prd_statsig,windowed_metrics_image_background_removal_model_7,52.82843100,32989392,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1832798,8
prd_dw,sessions_base_existing_data,52.42133900,4400352,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1843090,22
prd_personalization,tbl_users_stage,51.78314400,3200256,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1841674,16
prd_dw,udm_cuts_delta_data,51.13855400,4800384,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1855865,24
prd_dw,sessions_data,50.91699800,3296384,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1842547,24
prd_statsig,t_rslocal_localhost@2265729@731053@,50.86664700,74956,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1811467,12
prd_dw,stg_machine_summary,50.43880100,2904544,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1811357,21
prd_statsig,ratio_cuped_staging_my_stuff_on_home_cumulative,50.40780000,1760842,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1872402,26
prd_statsig,distinct_values_projects_search_hybrid_semantic,49.50156300,14927175,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1688014,7
prd_statsig,distinct_values_search_more_prominent_search_bar,49.12996300,19471887,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1822551,1
prd_dw,raw_sessions_latest_data,49.07871600,3296384,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1842278,24
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130796117@81454147@,48.26593700,5086,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1700619,1
prd_statsig,tmp_table_pre_exposure_wnuluiodjsq6yzv2omzee_my_stuff_on_home,47.61459900,2939159,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1870593,27
prd_statsig,unit_covariate_metrics_machinelearning_ai_chat_bot,47.42601600,6124175,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1836116,24
prd_statsig,ratio_aggregations_android_country_code_exp,47.13589100,6005478,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1806565,6
prd_dw,sessions_base_data,46.92946000,3296384,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1842306,24
prd_dw,sessions_cut_session_dates,46.54977600,3296384,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1842354,24
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@18809675@80823173@,46.48855600,21081916,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1563127,2
prd_statsig,ratio_cuped_staging_search_image_complexity_filter_cumulative,44.21403100,1154716,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1807923,30
dev,t_rslocal_localhost@391850@693658@,44.14030600,32,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1557191,1
prd_statsig,tmp_table_wnuluiodjsq6yzv2omzee_search_more_prominent_search_bar,43.37042500,412048,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1822392,3
prd_statsig,unit_day_covariate_metrics_image_background_removal_model,42.26778500,8342331,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1832603,12
,t_rslocal_localhost@1501294@716097@,41.79518700,27493917,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1880709,1
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@8318429@81334900@,41.07762000,1192502,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1810738,5
prd_statsig,t_rslocal_localhost@1916391@716097@,39.89388400,1274348,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1744131,3
prd_dw,compute_append_session_update_data,39.72802400,117822,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1845310,32
prd_statsig,tmp_table_wnuluiodjsq6yzv2omzee_search_remove_phrases_and_editable_images_3fnzxoatvkohpehac9rb4s,39.65824000,1648192,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1696130,12
prd_dw,first_user_registered_to_cutting_machines,38.78305900,3310224,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1839103,24
prd_statsig,ratio_cuped_staging_search_remove_phrases_and_editable_images_3fnzxoatvkohpehac9rb4s_cumulative,37.63421900,1018824,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1737267,25
prd_statsig,distinct_metrics_imagesearch_usenewpricequeries_3riyn7feu5uwvzdzsk5psx_50__00_1,37.44136700,7128432,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1873816,12
prd_personalization,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@6849701@80823173@,37.36366100,58832524,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1586317,3
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@46687550@81334900@,37.32061100,0,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1649463,1
prd_statsig,ratio_cuped_staging_content_panel_recommendations_7,37.16693500,2484304,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1849101,19
prd_dw,date,36.95522300,7146,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1855218,10
prd_statsig,ratio_aggregations_my_stuff_on_home_5nbt9lbe5hzjkjvomcoa4d,35.90895400,5667528,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1698742,3
prd_statsig,distinct_values_search_remove_phrases_and_editable_images_3fnzxruypuhg23n1opirgw,35.48834500,555764,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1733530,12
prd_statsig,distinct_values_single_cta_on_pdp_2doth49tjw0ebzaahpbtdc_50__00_1,35.26643700,692249,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1832207,19
prd_statsig,tmp_table_wnuluiodjsq6yzv2omzee_search_remove_phrases_and_editable_images_3fnzxruypuhg23n1opirgw,34.31801900,2272272,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1696003,18
prd_statsig,distinct_values_content_panel_recommendations,34.09714800,48,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1719007,4
prd_statsig,tmp_table_wnuluiodjsq6yzv2omzee_machinelearning_ai_chat_bot,33.55105000,2154318,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1835471,21
prd_statsig,tmp_table_pre_exposure_wnuluiodjsq6yzv2omzee_ia_single_cta_pdp,33.39928800,1497742,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1870996,20
prd_statsig,first_exposures_imagesearch_searchlite_rescorebyreferenceimages,32.34088300,136304,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1876123,15
prd_statsig,windowed_metrics_canvas_iq_landing_panel_incremental,32.24156600,11131722,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1730830,1
prd_statsig,distinct_metrics_canvas_iq_landing_panel,32.24156600,11131722,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1730830,1
prd_statsig,distinct_values_search_remove_phrases_and_editable_images_3fnzxoatvkohpehac9rb4s,31.58347500,8951639,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1734233,5
prd_statsig,unit_covariate_metrics_single_cta_on_pdp_2doth49tjw0ebzaahpbtdc_50__00_1,30.18208000,1078520,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1834011,13
prd_statsig,unit_day_metrics_single_cta_on_pdp_2doth49tjw0ebzaahpbtdc_50__00_1,30.04462900,1319137,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1834017,31
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@13437138@81334900@,29.28163300,38178165,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1768416,3
prd_statsig,ratio_aggregations_my_stuff_on_home_5zenuhscmxi1sbtik87xr2,29.03851200,5667528,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1698276,3
prd_statsig,tmp_table_pre_exposure_wnuluiodjsq6yzv2omzee_imagesearch_usenewpricequeries_3riyn7feu5uwvzdzsk5psx_50__00_1,28.63765900,824096,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1873069,6
prd_statsig,first_exposures_single_cta_on_pdp_2doth49tjw0ebzaahpbtdc_50__00_1,28.11634500,360691,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1831967,26
prd_statsig,tmp_table_5mhyi1xxzxwsu7rrrknao1_canvas_iq_landing_panel,27.34711200,646406,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1870114,60
prd_statsig,distinct_values_machinelearning_ai_chat_bot,27.01787500,9186494,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1835619,16
dev,t_rslocal_localhost@1935761@716097@,26.89415700,0,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1876227,4
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@56318977@80823173@,26.84492500,2380154,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1568849,2
prd_statsig,windowed_metrics_search_destination_page_search_incremental,26.66816700,2136725,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1878794,15
prd_statsig,distinct_values_search_image_complexity_filter,26.52715600,122611,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1731548,4
prd_statsig,tmp_table_pre_exposure_wnuluiodjsq6yzv2omzee_search_image_complexity_filter,26.36079700,922625,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1875275,14
prd_statsig,distinct_metrics_android_country_code_exp,26.31215900,3117340,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1806565,12
prd_statsig,unit_covariate_metrics_single_cta_on_pdp_2doth7tyewjdeog1u52jpg,26.15961600,1878457,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1832469,14
prd_statsig,ratio_cuped_staging_search_more_prominent_search_bar_cumulative,25.82258200,812080,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1823493,5
prd_statsig,first_exposures_machinelearning_ai_chat_bot,25.57907300,209826,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1835425,23
prd_statsig,distinct_values_search_remove_phrases_and_editable_images_3fnzxoatvkohpehac9rb4s,24.50420900,340320,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1734131,10
prd_statsig,tmp_table_2grpvrkfzzgqvfvse57ead_canvas_iq_landing_panel,24.35848500,144192,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1832818,12
prd_statsig,unit_covariate_metrics_image_background_removal_model,23.84473200,648564,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1831096,9
prd_statsig,first_exposures_image_background_removal_model,23.37362700,246646,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1831375,23
dev,t_rslocal_localhost@1935761@693658@,22.54874100,3032153,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,1530420,1
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130711490@81381858@,22.49168200,3515,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1662746,1
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@131064575@81673248@,22.38270000,10938,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1880516,1
prd_statsig,windowed_metrics_android_country_code_exp_7,22.23748400,2985252,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1806565,4
prd_statsig,ratio_cuped_staging_search_remove_phrases_and_editable_images_3fnzxruypuhg23n1opirgw_cumulative,22.23483500,350662,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1735638,25
prd_statsig,unit_day_metrics_image_background_removal_model,22.18016400,549440,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1759666,5
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@130887436@81531391@,21.91976200,12494,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1738769,1
prd_statsig,windowed_metrics_imagesearch_usenewpricequeries_3riyn7feu5uwvzdzsk5psx_50__00_1_incremental,21.89697800,5904304,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1873816,4
prd_statsig,distinct_values_canvas_iq_landing_panel,21.58702800,423471,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1871048,8
,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@18809675@80823173@,21.55853300,10535071,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1600613,1
prd_statsig,unit_covariate_metrics_my_stuff_on_home,21.19614500,14788,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1871457,19
prd_statsig,ratio_cuped_staging_ia_single_cta_pdp_cumulative,20.69910600,601903,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1872564,47
prd_statsig,windowed_metrics_imagesearch_usenewpricequeries_3riyn7feu5uwvzdzsk5psx_50__00_1_7,20.60329300,5454886,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1873745,2
prd_statsig,windowed_metrics_imagesearch_usenewpricequeries_3riyn7feu5uwvzdzsk5psx_50__00_1_non_incremental,20.60329300,5454886,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1873745,2
prd_statsig,windowed_metrics_my_stuff_on_home_5nbt9lbe5hzjkjvomcoa4d_all,20.59120600,3534470,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1698742,5
prd_dw,overlap_users_pre_post_sessions_lean_data,20.56703900,938816,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1843734,24
prd_statsig,distinct_metrics_my_stuff_on_home_5nbt9lbe5hzjkjvomcoa4d,20.51025000,3534470,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1698742,4
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@8346315@81248345@,19.34169300,1412915,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1568658,1
prd_statsig,windowed_metrics_search_destination_page_search_incremental,19.31086800,12928341,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1879073,4
prd_statsig,distinct_metrics_search_destination_page_search,19.31086800,12928341,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,1879073,4
,firehose_v3_fennel_temp,19.26190600,3888,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1881676,1
prd_statsig,ratio_aggregations_my_stuff_on_home_2bc0berqar7rmgtu0qywq,18.79934700,7691936,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1819462,3
prd_personalization,tbl_interactions_stage,18.52431900,992320,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1842289,20
prd_statsig,unit_day_covariate_metrics_search_destination_page_search,18.32580400,2050014,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1878794,12
prd_statsig,unit_covariate_metrics_canvas_iq_landing_panel,18.32223500,816129,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1871343,10
prd_statsig,ratio_cuped_staging_single_cta_on_pdp_2doth49tjw0ebzaahpbtdc_50__00_1_7,18.11331600,304530,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1835910,30
prd_statsig,windowed_metrics_cri_canvas_7j20mm3hzucn4nm47uelih_50__00_5_incremental,18.01522900,1718508,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1538814,4
dev,t_rslocal_localhost@1935761@693658@,17.60840200,533,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1530420,1
prd_statsig,ratio_aggregations_af_cricanvas_58nqedrx28b8jyx4ybted_7__00_2,17.58878800,3541441,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1826801,6
prd_statsig,tmp_table_31b7jjbbawel7heoyvvagt_content_panel_recommendations,16.85718300,236064,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1847799,4
prd_statsig,tmp_table_67hhhvmapmmxjpsiygpxoc_imagesearch_searchlite_rescorebyreferenceimages,16.82372400,204272,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1876274,17
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@15420507@81334900@,16.68175500,11757,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1810738,5
prd_statsig,ratio_aggregations_my_stuff_on_home_7vlnjamqa5xlsxal4dsote,16.01008900,7691936,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1819269,3
prd_personalization,tbl_image_dump,15.91737200,96560,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1841857,16
prd_statsig,ratio_aggregations_my_stuff_on_home_5yv6ftsbrt7wolrbg1eszk,15.23626300,5667528,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1698673,3
prd_statsig,ratio_aggregations_projects_search_hybrid_semantic_7x5kvcd57uvdxisrwejxfr,15.17065300,1012096,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1737048,6
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@8318429@80823173@,15.06395000,493624,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1568658,2
prd_statsig,tmp_table_wnuluiodjsq6yzv2omzee_ia_single_cta_pdp,14.94077500,667111,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1871026,18
prd_statsig,pipeline_overview,14.38652100,78,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1878380,38
prd_statsig,results_daily_canvas_iq_landing_panel,14.27662400,729,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1872880,20
prd_statsig,ratio_aggregations_canvas_iq_landing_panel_58idtniyonbzewjxtef7xq,14.19903300,1012096,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1704796,6
prd_statsig,tmp_table_pre_exposure_wnuluiodjsq6yzv2omzee_imagesearch_searchlite_rescorebyreferenceimages,14.09199100,211566,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1876265,35
prd_statsig,distinct_metrics_af_cricanvas_58nqedrx28b8jyx4ybted_7__00_2,13.98496700,4504388,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1826801,10
prd_statsig,tmp_table_wnuluiodjsq6yzv2omzee_single_cta_on_pdp_2doth7tyewjdeog1u52jpg,13.95098200,721082,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1832142,18
prd_statsig,unit_day_metrics_q1_2025_global_holdout_5427iyljdiikpvnukghnm7_1__00_1,13.69889000,0,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1739925,1
prd_dw,t_rslocal_680314452999:7c2a9dd0-f35d-4266-ab4e-b1a84ab4b520@8346315@81532151@,13.68152500,1416447,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1740782,1
prd_statsig,ratio_cuped_staging_projects_search_hybrid_semantic_7,13.42887300,367774,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1862353,37
prd_statsig,distinct_values_q1_2025_global_holdout_5427iyljdiikpvnukghnm7_1__00_1,13.34348800,0,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1739925,1
prd_statsig,first_exposures_search_destination_page_search,13.22012300,18545,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1875139,68
prd_statsig,distinct_metrics_cri_canvas_7j20mm3hzucn4nm47uelih_50__00_5,12.76476500,1718508,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1538875,5
prd_statsig,tmp_table_wnuluiodjsq6yzv2omzee_imagesearch_usenewpricequeries_3riyn7feu5uwvzdzsk5psx_50__00_1,12.53858800,824096,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1873255,6
prd_statsig,windowed_metrics_cri_canvas_7j20mm3hzucn4nm47uelih_50__00_5_non_incremental,12.40218000,1718508,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1538648,3
prd_statsig,ratio_aggregations_projects_search_hybrid_semantic_7rod6kknxycfmjyzjkajjf,12.13713700,1012096,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",1566999,6
